y,dep_delay,arr_delay,distance
460,-4,-23,2422
479,-1,-10,2586
479,-1,-6,1372
479,1,25,544
479,2,0,1620
490,-3,-14,1623
490,0,5,340
510,-8,17,427
513,-4,29,820
525,-8,-37,213
500,17,-15,2446
535,-5,25,488
420,111,111,1096
538,-5,-5,544
548,-12,3,569
500,36,50,533
540,-3,18,950
540,-2,-9,1605
420,129,133,733
544,9,13,404
485,71,83,541
560,6,15,544
562,19,48,1028
598,-3,-17,733
600,-3,-29,2586
600,0,7,544
615,-5,-2,541
630,-4,-43,2586
650,1,-47,2227
655,16,15,1389
676,-1,-19,1023
680,-3,12,1092
695,-4,-16,419
675,29,25,266
725,-5,10,431
740,-7,-3,719
755,-7,-63,1990
760,-5,-5,1089
800,1,25,872
836,2,28,944
860,-3,-4,719
850,9,16,419
875,-4,-7,1035
885,-7,-7,872
880,1,-5,1085
837,46,35,209
885,0,16,762
900,-5,15,529
900,-2,-12,762
895,5,24,301
910,-8,16,431
884,20,44,1504
950,-4,-23,740
960,-1,-17,719
955,19,18,209
993,-9,1,946
935,68,63,1389
1020,-8,-35,290
1005,9,-3,963
960,58,45,187
1030,-4,26,1521
996,36,16,1028
979,57,40,143
1040,0,-21,1085
1045,0,-26,2586
1065,-8,-27,1147
1065,0,-8,1023
1065,10,-7,2454
1080,-2,6,1069
1047,47,19,2434
1110,-10,-24,419
1135,-8,-12,760
1140,-7,-16,214
1144,-5,0,529
1160,-2,-14,1069
1165,-5,-8,950
1145,33,23,1017
1160,18,0,427
1199,-9,-9,427
1170,28,12,541
1200,1,-36,187
1125,82,85,444
1238,-7,-8,143
1230,6,13,1182
1205,35,51,594
1240,6,11,828
965,291,285,765
1116,158,150,301
1275,14,23,937
1365,23,25,264
360,-5,-16,488
360,-4,-9,228
360,-1,-23,2586
370,-6,-6,1085
381,-4,-19,1416
390,-7,-12,1020
390,2,-9,319
394,-2,-1,1085
405,-5,6,529
405,3,-20,1372
415,-2,-2,1182
419,-5,-12,762
435,-3,-23,1089
479,-5,-9,762
479,-4,-8,1400
509,-8,-14,605
500,5,15,184
509,-1,-17,1065
510,-1,-57,2565
507,5,25,828
515,-2,-12,711
540,-7,-22,950
539,-3,-22,762
540,-4,-10,2475
580,2,-24,738
611,-4,-12,1416
616,-7,-19,1020
620,1,5,1389
630,-3,-12,746
630,1,-12,2586
643,-6,-5,1023
650,-5,-9,1076
660,1,-10,762
675,-3,-11,266
685,-3,-30,1598
685,9,-10,733
700,-4,-16,1076
704,-1,-1,266
779,-2,-7,187
630,155,162,733
800,1,-37,2454
810,-2,0,946
825,-1,-6,1400
887,-3,3,594
890,-3,12,944
890,0,-3,427
900,-6,-27,214
910,-1,1,431
935,-5,2,569
940,7,-20,2475
955,-2,-20,719
940,14,27,264
965,-6,-9,431
985,-2,-18,937
990,-2,-52,2475
960,30,4,187
1030,4,-8,1598
1040,-4,-26,740
1020,20,2,1069
945,97,83,1598
1045,-2,-37,2586
1040,18,17,1076
1095,-8,-37,290
1070,18,18,937
1030,62,72,2565
1085,34,16,479
1120,10,-10,502
1145,-4,-24,2565
1165,-5,-24,1035
1170,0,-22,1076
1199,-7,-16,427
1200,-5,-19,589
1230,0,-24,1065
1240,6,-17,2475
1260,-4,-18,431
1285,-10,-22,764
1278,-1,4,160
1290,-10,-7,1076
1138,203,156,2133
1349,-1,-18,1598
1305,64,58,301
1439,15,18,1617
330,4,0,1416
360,-6,-20,488
360,2,-18,2586
375,-5,-23,760
390,-4,-22,544
419,-9,-4,944
430,0,-14,2454
450,-4,9,872
450,-2,12,2586
489,-4,-16,246
485,1,0,541
480,11,-6,2133
502,-1,-15,1065
505,-1,3,213
510,-2,-26,733
515,0,-5,1620
518,-2,-13,488
530,-12,-23,419
500,19,12,1598
489,36,48,266
540,-2,-7,1089
555,-6,7,944
577,7,-5,301
580,5,10,1035
490,95,69,1020
599,1,-2,2153
621,-7,-6,1047
615,2,13,1416
623,-4,-2,762
640,2,-10,282
700,-4,2,1076
705,-8,-10,419
702,1,2,997
720,-5,-10,169
780,-5,-17,1969
840,-4,-21,209
860,-5,-9,719
835,49,27,963
892,-6,-16,502
897,-3,7,1069
899,-1,6,1065
930,-3,-24,544
930,8,6,483
960,-4,-16,1096
965,-6,-26,1074
960,0,-12,1096
975,0,10,1010
992,4,12,1400
1010,-4,-20,888
1010,1,-21,187
1020,-4,-18,1747
933,83,73,1074
1020,0,-10,762
1015,9,-11,2475
1020,5,-15,1069
1025,2,2,533
1030,0,-22,1598
1040,12,12,1005
1055,3,-17,200
1079,-1,-4,284
1080,3,20,541
1080,11,3,725
1020,72,75,2227
1092,4,-18,2454
1095,8,3,2569
999,105,102,200
1090,15,-4,1096
1116,-5,-18,301
1115,-1,-10,2465
1110,6,-1,509
1139,-2,-5,1065
1160,-3,-30,1990
1169,-1,-12,2565
1195,9,-7,1096
1199,7,-6,427
1175,69,61,425
1295,11,10,2475
1370,17,10,209
325,1,8,1400
360,-3,-7,762
375,0,-7,1598
405,-6,-12,529
405,-5,-2,950
415,-3,-5,1990
420,-5,-33,2586
409,6,-12,1605
450,-5,2,1389
449,29,37,1080
490,1,-13,416
520,1,0,2425
560,3,3,544
580,-15,5,1035
490,76,77,340
580,-8,-15,1096
605,-7,5,1065
600,19,20,748
560,78,73,427
660,-7,-32,2586
660,-3,7,762
675,-8,14,1096
660,16,7,1990
690,1,-12,2475
683,10,24,1069
685,28,25,1608
725,-10,-11,284
736,0,-10,2133
765,-5,-12,1096
770,-6,-13,950
780,0,15,479
810,-5,-13,2465
810,-4,0,760
795,15,11,2454
815,27,33,828
870,-4,-22,2586
869,0,-18,1020
885,-11,-8,431
884,-3,7,1416
890,-5,-21,944
862,24,17,187
896,-8,3,290
895,-4,28,1089
900,-7,-14,214
910,-8,-16,665
899,4,20,1005
930,-11,-7,888
917,3,25,997
930,-8,-10,292
935,-7,-25,1389
930,0,37,483
950,-9,-12,665
945,-1,-19,2475
945,0,13,1065
965,-8,-15,229
970,-7,-20,335
950,16,18,740
969,-2,20,944
990,1,8,1400
995,-3,-13,2133
936,70,75,569
1000,11,4,1389
1020,-6,-26,290
1020,-5,-30,1598
1027,-3,-4,199
1045,-7,11,765
975,64,88,1010
1046,-2,13,319
1049,-5,-17,1969
985,63,70,762
1040,23,8,740
1074,-1,13,997
979,96,95,143
995,88,94,541
1095,-4,-24,290
1065,32,42,1023
1095,5,-13,1020
1065,43,35,1147
1095,15,48,2402
1130,1,-35,2586
1131,7,-3,1416
1140,-1,-13,762
1160,-5,-38,2153
1150,22,74,2227
1200,0,-28,187
1230,0,0,1182
1245,-10,-35,733
1240,8,11,200
1250,6,1,187
1270,3,10,277
1262,24,25,642
1229,61,52,1008
1275,60,57,937
360,-4,-43,1389
360,-4,-3,184
385,-8,4,282
420,-7,-13,184
424,-4,-20,1167
414,13,7,1605
450,-6,-52,2475
450,-5,-30,1389
465,-3,-4,1608
490,0,-7,762
500,-5,-18,764
390,114,82,529
510,-6,-25,888
510,2,-15,711
540,-10,-6,214
540,-5,-30,746
540,-4,-41,2475
539,-2,-3,997
450,91,74,746
539,24,-5,762
575,-1,-18,944
600,-2,-8,544
615,0,-8,212
623,-4,-24,762
630,0,-10,733
639,0,-18,944
689,-6,-22,937
694,-9,-6,1020
705,-11,-8,397
720,-7,-12,213
740,6,9,301
770,-4,-17,187
779,4,-1,199
788,-3,-22,762
795,-9,-26,116
810,-2,-22,760
719,119,117,820
869,0,-21,2586
875,-5,-18,229
887,-5,-11,594
882,4,-8,1092
900,-6,-15,2475
906,-4,-32,2454
920,-2,-9,228
922,-1,-7,605
945,-5,-23,419
940,1,-2,264
935,8,-6,569
950,7,-29,665
960,0,-33,1391
960,9,-3,187
995,-1,-17,719
995,2,10,2133
1015,-5,-47,1521
1020,-5,-21,746
1025,-2,-22,1372
1040,-9,-7,733
1040,-4,19,1076
1045,0,2,937
1050,-1,0,488
1054,-4,-16,266
1080,-5,-17,1069
1080,-3,-21,944
1080,1,-6,733
1095,-4,-25,746
1107,1,0,1605
1140,-6,-11,762
1079,61,53,1092
1170,-6,-14,1010
1176,-7,-11,229
1180,-4,-13,483
1180,-1,-29,184
1200,-4,-16,1069
1205,-5,-16,725
1215,-1,-11,187
1220,-6,1,762
1215,9,-1,479
1245,-3,-38,213
1255,-2,-8,502
1260,-2,-8,277
1285,-10,-31,764
1290,-1,-24,1626
1300,9,2,301
1319,-8,-20,269
1369,-6,-15,209
1225,152,144,1372
360,-9,-13,762
360,-7,4,762
360,-5,3,488
360,-4,3,94
370,-10,22,1085
360,5,-17,733
375,-10,15,541
360,22,50,200
390,-2,-2,282
395,-6,-8,1389
405,5,-10,1620
425,-6,-30,2454
420,0,9,642
420,0,3,184
425,0,-48,2434
420,8,-2,733
450,-6,-13,1372
472,-1,-13,1400
480,-9,-16,184
485,-6,-6,1069
480,-1,-9,2586
490,-6,-11,946
490,-5,-15,762
505,-2,-6,541
515,-7,-17,762
535,-2,-2,1521
540,-2,-3,502
540,0,-4,2475
545,-3,-17,266
543,5,2,2227
548,1,23,1634
570,-9,-20,264
560,17,-3,544
585,-4,-26,764
623,-9,-11,762
620,-3,10,1389
631,-3,-26,2586
639,-4,-6,944
606,31,20,228
674,-4,12,1620
650,27,24,416
685,6,-13,1598
700,-4,-1,1076
705,-9,-19,1010
710,-4,6,1020
720,-9,-11,762
715,-1,-3,187
720,-6,-5,200
720,-6,-7,213
720,-3,13,762
732,0,-18,2133
755,-7,-16,427
750,8,22,746
770,-9,-19,488
780,-5,-19,733
780,-5,3,762
802,-6,-2,1047
825,-7,-13,2475
800,23,17,872
830,-3,8,799
839,-1,-19,1023
855,-4,-16,187
885,-6,-12,187
886,-7,-5,1416
880,-1,-5,404
895,-4,-25,1089
899,-8,-17,1182
890,3,1,488
900,-6,-10,529
897,-2,4,2565
899,7,-7,950
910,0,2,738
900,22,11,479
930,-7,-4,292
915,14,11,340
940,4,11,1008
950,-3,-11,711
950,0,6,1029
960,-5,-8,214
884,76,92,1504
960,1,13,762
960,2,2,1096
945,18,-1,2425
995,-5,-26,404
995,-2,-2,708
1005,-10,-24,569
1015,4,-16,2465
1020,5,-1,1747
1050,-4,9,1620
905,143,126,213
1050,0,-8,529
1070,0,-8,2425
1073,-1,0,2475
1090,-5,-21,2133
1099,-8,-3,284
1095,14,3,509
1145,-6,-27,2475
1145,15,8,2565
1180,8,-21,184
1200,-9,-24,184
1205,-2,-6,647
1215,-12,-13,479
1235,-6,-15,209
1245,-5,1,1182
1246,-3,-1,820
1260,-10,-7,214
1260,-3,-9,187
1439,-8,-23,1576
360,-11,-10,762
360,-9,-15,184
360,-4,-9,762
360,-2,-2,725
360,-1,1,229
360,1,-13,1076
370,-7,-13,1085
370,4,14,1008
390,-7,-11,1183
390,-7,-2,319
395,-10,-14,1010
405,-2,-2,1620
420,-9,-10,184
419,-2,-10,944
425,-7,-4,2454
460,-5,0,2422
479,-8,-28,195
480,-6,-19,184
490,-14,-12,762
490,-3,3,760
495,-8,-11,479
515,-3,-4,762
540,-6,-2,733
545,-5,-22,266
545,-2,-5,2475
540,5,-7,1005
560,-9,-11,544
575,8,6,2248
599,-4,-30,2153
606,-3,-1,228
597,13,24,748
625,-2,-12,187
632,-8,-5,628
652,1,-5,1068
675,-6,-22,335
685,-5,-19,2475
690,-2,-9,944
720,-17,-22,200
760,5,22,1372
775,-5,-17,1372
780,-6,-3,479
760,16,4,1089
795,-4,-13,116
795,-4,-9,282
795,-4,-6,529
809,-5,2,946
839,-6,-8,1023
840,-5,-9,762
804,47,44,1065
885,-4,-26,544
887,-5,-16,594
890,-1,-20,944
896,-3,-11,290
900,-7,-2,762
900,-5,-6,529
900,-4,0,479
906,-5,-2,2454
915,-4,-8,340
935,-4,27,1389
960,-7,-15,1010
965,-4,-13,1074
979,-4,1,199
990,-11,21,1400
1020,-6,-15,746
1020,-2,-31,290
1020,-2,-1,214
1035,-1,-1,2446
1045,10,32,2586
1065,-3,11,2586
1080,17,53,1092
1115,-3,-19,184
1130,-8,-16,888
1135,-1,-5,1020
1144,-8,-1,277
1140,-2,9,719
1155,-6,-10,2248
1155,-4,-28,944
1150,7,2,1990
1169,-5,3,1325
1200,-6,-16,143
1200,-6,-17,2475
1200,-2,-27,1085
1205,36,49,725
1240,9,-8,1428
340,-5,-2,1576
360,-4,-14,725
360,-2,-22,1069
360,-1,-16,762
375,-9,-10,431
361,6,14,2475
370,0,-18,1028
390,-10,24,529
391,-3,-14,187
405,-3,2,199
420,-5,-14,950
394,30,30,1085
390,73,65,740
479,-5,-15,762
480,-2,-31,1069
489,-3,4,2425
495,-7,-9,529
490,-1,-1,760
497,-8,-26,1010
499,-1,-16,1598
510,-7,-15,888
505,-2,1,541
510,-5,-41,2475
510,-2,-37,1598
530,-3,7,1131
539,-1,-6,997
570,-9,-13,264
564,-1,7,872
580,-5,-22,1096
600,-2,-17,214
615,-6,-10,212
650,-7,-15,416
689,-6,-29,937
690,-4,-10,872
704,-5,-18,997
720,1,-10,820
738,-5,-7,529
737,16,18,2133
755,1,-17,1990
779,-3,-13,544
770,20,0,488
830,-5,-21,1183
800,30,27,212
856,-14,-21,762
890,-3,-26,427
895,-6,-32,1089
909,-10,-12,820
900,0,-17,529
907,-3,-16,529
905,1,-22,1620
917,-6,-18,997
920,-5,-16,1096
940,-4,-40,740
940,-4,-18,1069
885,70,59,944
980,-9,-5,764
940,39,47,1008
989,-2,-20,1035
1020,-5,-18,1065
990,27,24,445
1020,-1,-19,2586
1035,-7,-27,2446
1035,-5,-9,950
1049,-7,-14,319
1050,0,4,1620
1049,9,-16,1089
1075,-2,-36,1069
1090,-1,4,1029
1100,-6,-15,2248
1115,-8,-18,184
1155,-7,-19,740
1160,-4,-30,1990
1200,-5,-26,1005
1200,4,-8,404
1215,-9,3,479
1260,-4,1,431
1260,-2,4,725
1270,-6,-18,937
1229,40,39,94
1295,10,12,2248
1319,-8,-25,266
1365,0,21,266
1370,-3,-10,264
330,-10,-12,1416
361,-4,5,2475
360,0,-11,725
368,-6,-26,404
393,-8,-15,416
370,28,9,1008
415,-4,-5,1990
420,-9,-17,184
425,-14,-33,1147
420,-5,-9,2475
425,-6,3,2454
420,0,3,2248
430,-2,5,1598
430,2,-14,937
450,-4,-10,746
480,-7,-26,937
490,-11,-16,762
483,-3,-7,266
495,-14,-20,479
492,-9,9,340
490,-2,-13,200
505,-5,6,213
497,5,-19,1010
520,0,20,2425
525,-3,-1,544
535,-4,0,488
535,-3,-9,488
544,-12,-32,404
540,-7,-13,997
555,-7,-4,1069
546,9,0,1023
590,-5,-34,618
620,-1,-22,1389
560,60,26,1389
632,-9,-23,628
630,-4,-13,431
670,-1,-15,266
720,-8,-18,184
720,-5,-28,1400
720,-4,-18,820
735,-6,-20,284
738,12,19,529
760,-7,-27,502
765,-8,-18,187
760,-1,-20,1089
770,-1,23,1620
788,-6,-15,762
780,3,-8,1069
830,-6,-5,544
830,-5,3,2133
835,-1,-13,1076
845,2,-23,1005
783,68,65,264
821,38,17,4963
905,-8,-27,1389
910,-4,-23,738
885,21,45,1605
910,1,20,544
945,-4,-15,950
945,1,11,2425
950,-2,-5,1029
950,1,-3,711
960,-3,-33,944
975,5,-27,427
988,-7,-19,209
985,-3,1,2475
1005,1,-13,2475
1028,-9,-21,2454
1040,-6,-16,733
1040,-2,-7,1076
1045,-6,-13,2586
1020,36,27,872
1045,12,14,1400
1095,-10,-29,746
1095,1,-12,509
1110,-8,-12,419
910,196,181,937
1120,-7,-4,719
1125,2,-42,1089
1140,-7,-23,762
1160,5,-4,1990
1175,-2,-26,1400
1185,-2,-2,828
1187,5,-7,282
1200,-5,-20,404
1180,23,17,711
1230,-12,0,397
1245,-3,-10,733
1260,-10,-21,950
1319,-10,-12,169
340,7,-12,1576
360,-4,-26,229
360,-3,-25,1023
360,0,-25,1065
375,-7,-26,544
360,12,13,762
405,-7,-5,529
411,-3,-1,1605
425,-7,-39,950
435,-4,-33,1069
440,-5,-20,502
450,-4,-19,1389
479,-6,14,209
518,-8,-20,488
520,-3,-18,1068
510,7,-18,1023
530,-1,-17,711
538,-3,-33,1400
541,-2,-15,1795
510,30,16,427
560,-7,-61,1623
560,-4,-3,1372
538,18,9,1085
560,-1,6,2454
561,17,23,187
560,19,-7,544
599,-10,-22,764
600,-2,-36,1065
615,-8,-12,2133
615,5,-20,1416
645,-6,-17,1010
650,-8,-29,1076
660,0,-4,214
740,-7,-7,301
779,-8,-20,277
806,-3,-34,937
830,-2,-26,725
839,-10,-9,209
835,-5,-24,1076
825,16,-13,944
750,108,84,746
887,-9,-22,594
895,-8,-43,1089
892,-1,-9,502
905,-5,20,1389
929,8,-5,569
945,-5,-33,711
970,-5,-27,733
955,22,12,740
981,0,-10,246
989,1,-8,937
990,3,-13,502
1000,-5,7,1389
1005,3,-5,2454
940,76,47,740
1020,-4,-24,290
1020,-2,-30,762
995,46,30,200
1025,17,-10,2475
1025,24,59,1372
1080,9,-15,541
810,282,270,937
1100,-3,-22,404
1099,0,-25,2434
1125,8,-50,1089
1195,-8,-45,1096
1200,-9,-36,762
1200,-6,-23,1085
1215,-3,-8,187
1255,-9,-20,502
1285,-6,6,213
1295,-2,-20,1069
1369,2,-2,209
340,-1,10,1576
360,-6,-34,2454
360,-3,-22,762
375,-5,-15,746
375,-3,-2,760
385,-3,15,1416
390,-2,-17,740
390,-1,-12,1005
415,-4,-17,1182
420,-2,-28,2475
449,-5,-15,228
450,-4,-33,2475
450,-1,103,96
470,-2,-15,340
485,-6,-35,1069
480,-1,-35,1089
490,-8,-33,944
501,-10,-32,284
540,-9,5,2475
540,-8,-3,214
550,-5,-13,746
550,-3,-13,404
555,0,0,1069
565,-3,-8,1605
575,-10,-18,2248
585,-6,-14,733
590,-5,-51,2402
605,-3,-28,1065
660,-7,-17,214
660,-4,-24,888
675,-8,-14,479
690,-1,2,2475
692,-3,-24,997
705,1,-12,397
720,-5,-24,628
720,-5,-7,214
720,-1,6,200
725,0,-9,431
720,29,33,213
750,9,7,533
777,-2,-19,116
779,4,-19,1028
805,10,5,1598
830,-4,-11,1183
800,28,12,872
830,-2,-9,828
840,-8,-8,762
825,8,-11,1096
856,-4,-17,762
900,-2,-16,214
930,-9,-9,888
899,42,34,209
955,1,-4,340
970,7,2,2248
995,-6,-20,708
945,47,24,184
990,2,-20,2586
924,94,91,725
908,138,135,529
960,94,82,1010
1065,-4,-16,1389
1019,60,48,1587
1103,6,-36,2434
1080,39,66,187
1140,-3,0,762
1160,-3,39,2153
1138,31,67,866
1170,3,-6,1076
1195,-1,-8,1096
1150,66,65,2227
1095,125,131,290
1050,171,185,997
1160,88,74,427
1260,-8,10,214
1165,97,80,1096
1170,108,89,541
1285,-7,28,764
1285,6,23,200
1240,60,68,820
1270,52,63,937
1239,102,123,209
1314,45,62,1065
370,-7,-3,711
370,-1,-13,1008
385,-4,-7,282
390,-2,38,1620
415,-1,-1,1990
420,0,4,2475
430,-5,4,719
435,-8,-26,1089
490,-5,-20,1623
495,0,-25,2248
497,-2,9,1620
490,10,30,946
505,-4,-4,541
505,10,21,2446
520,-2,-13,1068
540,-2,7,2475
540,-2,-17,2475
540,-1,-34,4983
585,-2,-18,733
590,4,-7,273
600,-5,-12,1065
620,-7,8,1389
639,7,-5,944
660,-4,0,762
660,-1,-11,1096
665,-1,7,725
675,-4,-9,335
689,-8,-7,1074
705,-7,-4,1010
704,-2,-12,266
715,-4,-16,187
720,-8,-8,284
740,-5,4,719
741,8,-18,2565
780,-9,12,214
779,11,-4,1028
830,-6,-3,1183
815,10,1,1035
809,22,37,946
840,-6,-9,184
840,-5,-6,762
880,-4,-19,1085
900,-4,-2,762
905,-7,11,1389
910,-8,5,738
906,-2,12,719
907,2,3,529
955,-6,-2,1010
955,-2,-18,740
970,-6,-11,335
975,-3,-31,427
979,-3,-14,143
995,-6,-24,200
955,38,15,509
995,-1,26,746
976,21,26,533
1020,-5,-5,214
1020,-2,-40,1598
1040,1,17,740
1050,-6,4,762
1050,-4,5,997
1070,-4,-10,228
1080,-9,-13,169
1073,0,-2,2475
1085,-5,14,725
1095,-6,-5,1008
1110,18,-8,2422
1135,3,-14,1598
1125,16,32,444
1160,-6,3,733
1160,-2,1,2153
1180,3,-5,483
1190,-5,-17,2586
1195,-8,-19,1096
1229,0,-26,1023
1245,-15,1,733
1235,-1,-17,200
1245,-7,-19,200
1185,55,52,212
1245,-5,-9,1182
1145,101,149,1017
1225,28,25,2475
1285,-4,12,213
1289,0,0,199
1300,-1,0,301
1370,-4,-6,264
1373,-6,-6,301
330,3,8,1416
360,-5,-15,733
360,-3,0,214
370,-9,7,1008
370,-9,-17,1096
387,-3,-8,1023
390,-2,9,544
405,-4,-11,199
396,9,-2,1065
415,-5,-22,1990
418,-4,31,1605
430,-8,-7,719
435,-8,-9,2586
435,-5,-18,1089
455,-8,-10,1041
460,-4,-23,2422
460,-3,19,872
465,-1,6,733
479,-11,-24,544
475,0,8,725
490,-5,-6,427
497,-7,-15,1010
500,-4,10,184
507,-5,-22,1035
515,-7,7,762
520,-5,-7,416
525,-7,-10,544
535,-5,-3,1521
548,-10,-3,569
545,-3,5,1076
548,-6,-21,1634
560,-7,0,544
540,31,3,1089
479,96,133,1134
591,-8,-10,746
595,-11,4,762
592,-2,46,748
600,-9,-5,544
600,-7,2,214
599,-2,12,229
599,-1,7,2153
615,-6,-3,212
615,1,-12,2133
690,-8,-25,944
685,-1,6,733
685,-1,-15,2475
621,83,66,1047
715,-6,-2,1428
715,-4,-18,187
720,15,19,213
741,-5,-23,2565
755,-3,-13,1085
780,-15,-7,569
800,-4,-9,212
795,11,-8,116
825,-2,-18,944
830,-1,30,544
850,-8,7,419
870,2,-23,2586
804,86,79,1065
900,-8,6,214
900,-3,-35,2475
910,-6,-7,937
890,15,-5,944
899,8,-14,209
885,23,34,1605
935,-4,7,569
940,-2,-29,1069
955,-7,8,1010
960,-6,10,762
960,-6,-30,944
965,0,-10,765
995,-8,-7,708
1020,-7,-20,2248
1020,-6,-11,184
1020,-3,-31,2475
1020,-1,7,746
1025,-6,3,1416
1054,-7,-11,266
1055,-3,5,764
1080,-9,3,733
1080,-2,-23,944
1080,-2,6,184
1050,33,18,1089
1090,-4,-18,2133
1105,-3,19,96
1140,0,0,762
1150,-5,16,1372
1155,-7,12,1134
1155,-1,-10,740
1170,-4,-2,419
1175,-6,7,1400
1150,32,33,431
1200,-8,-23,143
1200,-2,5,631
1230,-12,7,397
1200,28,36,445
1245,-10,-12,733
1240,-2,7,1428
1265,-10,1,277
1319,5,-14,269
340,-5,10,1576
360,0,42,1389
370,-5,47,1096
370,16,46,711
415,-7,18,1182
415,-6,8,1990
425,0,19,2475
425,2,51,1411
430,-2,4,1598
440,0,33,738
455,-5,-7,1041
465,3,9,719
450,38,58,1389
490,1,30,187
495,6,61,479
514,-4,2,605
520,-6,4,1068
540,-9,3,746
537,1,6,1085
479,98,122,266
543,43,85,2227
606,-1,13,228
621,-6,6,1047
675,-2,2,335
680,-3,27,1092
690,-9,16,937
642,40,65,725
690,-3,-14,944
705,-6,18,1010
700,3,22,1076
705,24,44,1035
720,10,24,762
705,43,57,397
760,-4,19,1372
771,-2,18,1416
780,16,44,94
800,3,6,2454
810,-4,18,1389
800,11,15,212
825,-6,-20,2475
825,0,7,2422
750,78,87,746
830,-2,3,1183
755,83,93,1085
821,18,42,4963
885,1,7,1605
890,-3,3,427
900,-7,-18,1096
892,10,17,502
910,-7,16,544
890,23,9,944
835,78,74,725
910,13,15,738
930,5,16,544
960,24,6,1089
990,7,14,1400
1020,-5,2,2475
970,47,46,335
1050,-9,26,1620
1020,22,49,214
1054,-5,-13,266
1049,22,27,1969
1080,25,22,184
1020,105,99,746
1109,43,51,529
1140,16,20,719
979,180,177,143
1175,-3,0,1389
1135,38,36,1020
1078,100,94,719
1150,42,40,431
1145,57,60,738
1205,3,-4,937
1169,49,50,1215
1260,-8,1,544
1205,106,111,594
1215,97,99,479
1170,170,167,541
1319,66,64,266
300,-7,-12,529
360,-7,-14,184
