y,dep_delay,arr_delay,distance
360,25,29,1065
390,-4,2,529
405,-2,23,529
420,-6,13,950
419,-2,22,1167
415,3,-10,2248
420,0,15,719
419,2,4,488
418,4,-9,1605
415,9,33,1182
435,-5,-3,1089
450,-2,-37,2586
473,-2,-25,1020
480,-1,-4,1069
495,-6,-3,1005
490,12,43,946
525,2,2,1005
535,-4,-12,488
540,-2,-30,2475
537,3,31,1400
545,-1,18,1076
450,102,138,1389
569,-3,0,1608
525,51,56,1598
567,9,-19,2454
595,0,26,762
510,93,85,888
623,-3,11,762
630,-3,5,746
650,-6,0,1076
660,4,-17,185
674,15,1,502
735,-4,-9,284
720,17,13,762
704,39,37,266
745,0,3,301
755,-5,1,427
745,8,2,169
775,2,-22,1620
773,5,6,937
780,0,7,1411
781,6,3,199
825,-5,-13,2475
830,-1,-9,725
858,-3,-1,719
860,7,-7,1020
900,-11,-31,184
892,0,7,502
900,-6,1,479
930,8,2,292
940,5,32,264
897,53,58,1182
955,-1,-18,509
960,-1,-16,762
960,1,-43,2425
960,2,-49,2227
965,1,-26,1605
980,2,-33,2153
990,-4,-59,2475
1000,0,-3,1074
995,21,27,708
1020,0,4,762
1025,-3,18,1372
1010,41,21,719
979,73,71,199
1049,3,-51,1969
1085,1,-9,185
1095,-7,-15,290
1078,18,5,719
1099,4,-53,2434
1110,2,-13,2422
1120,-7,-1,719
1095,23,15,509
1130,-11,-37,888
1135,-10,-37,1020
1090,36,50,764
1099,30,36,284
1140,-8,-8,762
1140,22,7,340
1175,-1,5,1400
1186,-5,6,569
1175,9,29,1325
940,268,270,1069
1200,19,-22,2475
1230,-9,3,397
1229,1,-20,94
1175,61,65,1389
1240,21,-32,2475
1200,70,51,301
1280,32,-5,1626
1365,12,13,273
1365,141,125,273
330,1,12,1416
360,-9,-17,1023
360,-4,-9,762
370,-6,-13,1008
375,-5,-9,1598
375,-5,-6,746
390,-14,-27,529
394,34,19,463
435,-7,-5,2586
419,26,-21,2454
459,-2,-11,997
420,41,14,733
465,0,33,1010
490,-3,9,946
500,-5,-17,764
500,-1,-5,1598
507,-7,-21,1035
510,-4,37,1598
515,-1,-3,1620
520,3,-34,2425
540,-2,-10,2475
537,2,-7,1400
543,-3,-50,2227
540,0,-16,1416
544,5,24,1069
570,-7,-17,1076
575,2,-13,725
585,1,-23,733
600,-5,-47,2133
585,16,-26,2475
652,2,-20,1068
655,3,-19,1389
660,0,-49,2565
690,-5,-16,997
685,16,-13,888
720,-3,-7,762
725,-4,3,1389
755,-4,-42,1990
755,14,19,427
775,-2,-4,1028
775,-2,-24,1620
770,13,1,488
785,2,-10,1167
795,-6,-5,529
810,-2,-25,2133
835,-4,-24,1076
840,-6,-15,762
800,40,31,212
835,19,13,2422
884,-6,-17,1504
896,-10,-17,290
905,-8,-2,213
899,3,14,1005
869,34,44,1035
910,-6,-14,665
900,6,2,1096
930,-6,-13,483
933,6,-11,1074
960,-8,-28,589
950,3,-32,665
970,6,-7,1626
960,28,3,1391
990,6,15,1400
990,7,-47,2586
975,28,42,427
920,96,93,725
1025,-7,-30,213
1050,-6,-11,762
1049,-4,-32,1969
962,89,75,229
1045,11,9,1400
1080,2,17,541
1080,6,10,1372
1095,17,10,169
1115,17,-24,2465
1150,-9,-3,1372
1160,-6,-47,2153
1165,-1,-16,950
1168,1,6,628
1175,-4,-3,1400
1135,48,9,760
1205,-6,-19,647
1185,25,11,212
1200,31,7,1068
1260,-12,-14,719
1267,31,24,642
1205,97,101,725
1319,-4,-13,169
1319,-3,-14,1069
1375,12,18,187
360,-2,-10,1023
345,17,13,1576
360,11,-3,1068
405,-4,-16,187
397,4,-12,2133
395,21,22,1389
435,1,-7,1069
443,-5,-21,1634
420,41,39,1069
450,27,34,1416
490,-7,-10,944
490,-6,2,427
510,6,6,2475
531,-3,-40,2227
540,-3,-13,762
560,18,10,1372
585,-2,-15,2475
600,-8,3,762
525,88,70,1598
625,-5,-11,187
630,-4,11,1089
630,1,1,2475
643,-4,-3,1023
659,-5,-6,416
655,6,-18,2378
690,2,11,1605
705,-6,-14,1096
718,6,17,1428
755,-6,-18,427
755,-3,16,746
772,5,-10,1069
687,94,98,1023
788,-4,-14,762
779,18,21,264
805,-2,-23,116
806,2,5,1085
825,-2,-20,1096
885,-3,-13,212
885,-1,-6,419
890,0,-10,427
900,-6,-16,1096
900,-2,-14,529
899,0,-7,1076
927,-4,3,748
910,18,14,665
960,3,-13,1010
970,-5,-35,94
965,5,5,1391
990,-7,-10,2586
996,21,-8,1028
1030,-6,35,1521
1090,-11,-3,764
1095,-10,-34,290
1109,-6,-6,529
1145,-2,-4,2475
1160,-2,-41,1069
1170,6,5,541
1169,52,30,2425
1257,-5,12,488
1185,79,87,2586
1365,-6,-11,273
359,-4,0,2586
375,-3,-2,760
390,-8,-23,529
420,-2,-23,733
441,0,11,944
430,11,2,719
460,-3,-4,2422
495,-1,-10,937
469,27,34,1041
510,2,-9,740
520,-7,-10,187
540,-11,-26,502
550,-3,-6,746
562,4,18,1028
545,30,31,1521
593,8,1,273
618,1,-1,1068
640,-1,1,944
647,-4,-21,2227
644,3,6,416
643,10,21,1023
510,163,160,445
705,1,13,1010
760,3,-4,1089
780,0,-14,733
779,2,-8,187
779,5,8,544
810,-3,-24,1389
839,-6,4,628
821,12,-14,4963
835,-1,12,1400
840,-4,-3,762
860,-3,-12,719
875,-2,-16,719
865,9,-11,1008
885,3,-20,1605
900,-4,-1,529
899,5,18,1065
920,-1,6,1096
930,-4,42,1069
933,-1,3,1074
940,-6,2,264
945,-3,-4,950
960,-6,1,187
960,0,13,1089
974,-8,2,533
995,2,0,1411
1027,3,-27,200
1045,-5,-13,2586
1025,16,-4,872
1054,-8,-17,266
1050,2,16,762
1090,-8,-9,1096
1022,75,61,2454
1095,3,-9,509
1120,-7,-12,719
1116,-2,1,301
1125,-2,-34,1089
1145,-9,-18,2475
1145,-6,-8,228
1140,10,-4,214
1090,79,89,1029
1169,12,29,628
1181,1,-16,719
1200,-10,15,419
1185,14,2,828
1200,11,-16,2475
1215,0,10,1069
1229,-9,-29,94
1222,-2,-21,1372
1230,-2,-6,1065
1100,151,121,733
1260,-1,-21,725
1295,-1,-10,1598
1305,5,-9,301
1345,-1,-7,1598
1365,15,18,273
300,-6,-11,529
330,14,-7,1416
360,-4,-29,762
365,-8,-13,502
370,-6,-7,1096
370,-3,-17,711
370,-1,-4,1598
375,-2,-15,431
375,-1,-43,760
390,-7,-29,529
395,-2,-21,1389
405,-5,-13,529
425,1,-19,1411
435,-4,-7,1089
425,7,-35,2434
480,-1,-25,2586
495,-7,-20,529
515,-9,-8,762
510,-3,-12,427
515,-2,-25,1389
530,-5,-8,419
535,7,11,509
540,3,8,733
548,-3,-15,569
535,25,7,488
575,-6,-16,1035
600,-5,-18,214
615,2,-19,1416
620,16,-6,1389
660,-1,-33,1990
643,18,0,1400
674,0,10,1620
770,-6,-16,488
725,39,18,1389
779,-6,7,544
780,-6,-27,94
779,0,-3,1028
783,-3,-10,264
805,-8,-3,431
800,-3,-25,2454
804,2,-14,1065
825,-6,8,2422
800,57,41,212
860,-1,-20,719
760,112,80,1372
880,1,-7,200
830,55,50,828
890,-3,-5,425
900,-6,-16,529
900,-4,-18,733
830,74,59,1065
907,-1,-2,529
930,-12,-11,292
930,-6,-11,888
925,-1,-12,213
940,7,-1,2475
948,0,-2,760
960,-9,-6,184
955,-2,16,509
965,1,-33,1391
960,9,-32,1626
970,-1,-21,2248
965,11,-26,765
980,4,-22,2153
1010,-1,-20,2227
1020,-5,0,733
1030,-6,-14,872
1025,8,6,213
1040,1,-10,740
1049,-1,-17,1969
1065,-10,-29,1389
1080,-7,-13,184
1075,0,15,950
1080,0,-31,1372
1090,-3,-31,2227
1088,-1,5,1023
1110,-4,-19,2586
1080,35,21,187
1125,-9,-12,444
1140,-8,-16,228
1144,-7,-18,277
1155,-6,-14,944
1165,-1,-6,228
1180,-6,-17,1005
1200,-11,-21,733
1185,5,4,212
1190,3,-35,2586
1200,-5,-28,404
1200,-4,-39,187
1200,-1,-15,2475
1230,-17,-16,397
1205,25,26,594
1245,-12,-20,200
1260,-8,-13,544
1260,-2,-41,2475
1235,41,26,200
1289,-3,-2,199
1285,69,59,200
1319,62,58,266
360,-2,-2,228
370,-4,-12,1096
390,-6,-19,544
390,-2,-2,569
405,-2,10,301
420,-2,-11,1096
420,9,12,748
451,-10,-14,1080
449,-3,-9,228
465,-4,-27,2586
479,-5,-17,544
497,-6,-17,1620
505,-7,-6,213
508,-4,-7,828
510,7,-13,2475
520,-2,-22,187
525,1,11,1598
540,-8,-16,214
540,-7,-11,2475
560,-2,26,1372
569,-4,6,1608
615,-1,3,1416
630,0,0,746
643,13,28,1400
660,0,-26,888
700,-3,-13,1035
720,-4,-8,820
765,-10,-15,187
779,-9,-23,1028
780,-7,-18,479
780,-6,-19,94
779,-3,-26,719
795,0,6,529
840,-7,-1,214
837,-2,0,628
835,4,-1,1076
880,10,-8,1068
805,86,81,1598
890,3,3,427
900,-1,-12,733
940,-6,-39,1069
945,-7,-25,419
949,-2,-12,200
940,8,-18,2475
955,-4,-31,740
960,-9,-16,184
955,-2,-21,2227
950,4,-21,1598
960,-4,-6,762
990,-2,6,509
1000,3,24,416
960,75,69,1391
1026,12,-4,264
1049,1,9,997
1023,47,61,199
1080,-4,-26,733
1028,49,30,1069
1088,3,-6,1023
1090,9,2,1029
1100,0,-5,2248
1110,-4,5,2586
1110,0,1,2454
1120,-5,6,719
1095,29,29,2402
1144,3,-13,529
1139,12,-3,2153
1175,-5,18,1325
1175,10,-4,1400
1195,-6,-24,1096
1205,-5,-1,594
1200,0,-11,1085
1205,-4,-23,997
1230,-10,-42,1023
1285,-5,-11,213
1289,-4,0,199
1350,-12,-27,1598
370,-12,-3,1020
370,-5,7,711
390,-5,18,733
390,-5,0,740
385,1,-22,944
390,-1,19,1620
395,-4,-4,1389
415,-7,-17,1182
420,-6,15,733
420,-2,-12,2475
430,5,-9,1598
449,0,-16,228
479,-15,-22,266
479,-7,-27,544
480,-7,-20,1069
475,-2,-5,725
492,-4,-7,340
500,-4,-7,301
495,4,5,740
510,-8,-9,445
545,-8,-13,264
546,4,5,1023
569,-9,-11,199
569,-4,-20,1608
600,-8,-18,214
598,-5,3,733
600,1,5,2402
600,8,3,229
650,-5,-20,1076
660,0,-2,888
690,-7,-31,2475
693,-8,-14,416
704,-1,-20,997
705,-1,3,746
715,5,5,1428
755,-6,-14,1085
760,-8,-7,502
770,-6,-17,488
780,-8,-17,733
780,-5,10,214
830,-7,-28,1183
840,-11,-13,209
835,-5,-22,1076
835,8,-2,725
869,-6,7,2586
884,-5,-21,1028
885,3,-9,187
899,-8,-21,209
899,-3,-16,1182
891,5,26,1605
920,-5,0,1096
930,-10,-18,292
930,-3,-16,544
915,27,72,1400
950,2,-22,1598
960,-5,-14,187
960,-5,-23,184
965,0,7,1391
975,-6,-3,1605
985,-3,-25,2475
995,-8,-26,2133
960,33,24,214
1000,-2,-2,888
1010,-6,-21,187
1010,-5,-13,2227
1005,13,5,569
1028,-1,-16,1069
1025,8,-5,872
1049,-6,-15,319
1025,20,0,213
1090,0,4,1029
1100,-8,-3,2454
1095,6,21,746
1125,0,-22,1182
1140,-10,-19,762
1140,-9,-9,228
1140,-7,-36,1005
1150,-11,-19,431
1160,-2,28,1990
1186,-3,5,569
1169,18,0,628
1200,-4,-14,1005
1199,-1,-15,427
1200,-1,5,184
1183,20,21,199
1225,-7,15,2475
1225,-6,-27,1372
1229,19,-14,1023
1260,-7,-31,950
1285,-8,-22,764
1235,47,24,1585
1295,-7,-21,1069
1290,42,18,1076
1090,253,247,2227
360,-7,-4,228
360,-7,-33,1389
360,-3,-17,1074
360,-3,8,2586
360,-1,-5,94
390,-3,-9,529
390,3,2,1598
420,-5,-20,2586
420,0,-13,733
449,-10,-17,228
450,-8,-20,1389
465,-3,-21,719
475,-4,-15,1096
490,-7,-18,427
490,-3,-28,1623
492,-5,-2,340
500,-6,-15,184
507,-2,-18,1035
540,-5,-14,719
545,-6,3,502
568,-5,-11,301
590,-10,-2,618
597,-9,-24,748
600,-8,-17,184
616,-7,-2,1020
621,-4,-13,1047
625,-3,-32,488
631,-5,-5,2586
630,-1,-7,431
630,12,33,2586
652,-6,-30,1068
656,-1,-12,200
650,14,26,502
675,-9,-23,335
660,32,28,1990
720,-8,-4,762
720,-8,-15,541
720,-6,-4,762
693,26,20,416
740,-3,-10,2465
760,-7,-19,502
760,-2,-15,1372
770,-7,-15,187
773,-4,-33,937
795,-6,-11,116
809,-9,-29,946
821,1,0,4963
837,-5,-11,628
840,-8,0,214
825,8,-13,944
650,196,178,1076
870,-8,-36,1372
886,-5,-10,1416
885,-3,1,762
890,-5,-17,425
910,-6,-16,544
902,16,9,284
915,3,26,1400
928,-5,1,284
935,-12,14,569
930,-6,1,1069
540,385,394,733
930,-4,-2,2586
950,-2,-20,1598
955,-5,-12,1010
955,-3,-14,340
960,-7,-22,944
970,-15,-12,335
960,-4,1,762
945,12,17,2425
995,-9,-28,708
995,-2,-19,1411
1005,-5,-13,963
1019,-13,-46,1587
1023,-2,-8,199
1030,-4,-2,2565
1020,14,3,872
1040,-6,-26,1085
1050,-4,-12,529
1045,8,-13,1400
1070,0,13,2425
1078,4,7,719
1095,-2,8,746
1100,-4,-20,733
1075,32,11,950
1090,19,13,1065
1088,30,38,1023
1125,-4,-12,444
1130,-6,-54,944
1140,-7,-15,762
1140,-3,-30,2475
1160,-7,-46,1069
1183,-5,-3,199
1200,-5,-18,2475
1290,-1,-30,1598
1290,-1,-23,1076
1319,0,-13,169
300,-7,-5,529
325,-6,-45,1400
360,-7,-10,184
360,-4,-27,1069
368,-6,-23,200
360,5,11,228
370,4,-12,1598
390,-6,-6,529
390,-4,-12,1020
394,-3,7,1085
395,3,-16,1023
405,1,-8,199
420,-6,-5,733
420,-4,-29,1076
425,-7,-30,1167
425,-4,-27,937
450,-3,-2,2475
435,13,17,2586
460,-2,-24,997
480,-10,-20,184
440,33,18,488
479,-3,-3,209
495,-7,3,529
499,-3,-10,1598
505,-3,28,541
507,-4,-28,550
510,-4,-9,711
495,17,18,740
510,9,-9,1065
530,-3,10,1131
540,-4,25,1605
545,-4,7,2475
560,-7,-25,1372
568,-4,-12,301
538,37,33,1092
599,-5,2,2248
600,-5,-23,1065
625,-6,-37,488
630,-4,-11,746
639,-4,-13,944
690,-9,-18,2475
720,-3,-2,213
730,-8,-20,209
720,39,43,2475
740,32,39,301
779,-6,3,544
779,-4,-23,1028
780,1,-21,1411
780,34,17,733
837,-7,-16,628
855,-7,-24,187
865,-8,9,1008
880,-2,1,212
895,-2,-22,301
895,-1,-25,733
904,-7,8,416
900,-3,-35,733
885,19,29,872
917,-6,-25,997
930,-10,-18,1147
930,-5,-2,292
930,-1,-22,2586
940,-7,-22,1069
940,-2,-2,264
948,-5,-23,760
960,-7,-9,214
960,-4,-18,719
890,84,68,425
980,-1,0,2153
970,12,18,94
995,20,3,708
1020,-4,-23,1065
1025,1,9,213
1045,-3,-15,569
1065,1,3,2586
1075,-1,-24,950
1095,-7,-20,1008
1087,11,10,2465
1125,-9,-8,444
1125,-8,-1,605
1099,26,27,284
1140,-3,-25,2586
1140,-1,-13,335
1170,0,-31,1076
1170,11,-5,541
1200,9,-18,589
1229,4,0,94
1260,-3,-7,725
1265,-5,1,277
1260,1,-5,187
1135,139,115,1598
1270,9,-9,937
1289,-5,-12,266
1295,-5,1,2475
1055,241,200,764
1242,61,48,872
1373,-1,-6,301
1285,99,95,200
360,-8,-5,94
385,-2,-21,944
395,-9,-11,1389
389,-3,-22,1085
420,-7,-31,2586
425,-5,-17,2475
450,-4,-10,2586
451,7,-13,1080
477,-8,-6,282
491,-9,-27,550
490,-2,-14,760
490,0,-2,187
507,4,-24,1035
508,9,-16,828
520,-3,-3,2425
540,-7,-26,746
540,1,-38,4983
570,-6,-36,1076
570,-1,-13,733
600,-12,-33,1726
606,-5,-9,228
630,28,20,431
689,-15,-42,937
670,27,17,266
705,-2,-15,1035
706,0,-8,266
715,-7,-3,187
720,-3,-9,2227
725,-6,-18,431
740,-3,-20,169
740,1,1,2465
780,-2,-6,200
785,-7,5,199
795,-2,-19,529
830,2,-18,828
855,-2,-23,746
885,-3,-24,419
899,-7,-19,950
920,-3,-13,228
930,-8,-21,1069
925,-2,-16,213
940,4,-28,1069
955,-2,-6,340
955,11,3,509
989,-2,-23,1035
1020,-5,-34,2586
1038,-10,-23,277
1030,0,0,1521
1045,2,-11,2586
1075,-2,-16,2475
1070,4,32,2425
1100,-4,-46,2454
1126,-1,-17,301
1140,-8,-38,762
1140,-4,-6,340
1160,-1,-30,427
1125,68,17,1182
1175,39,18,425
1230,-10,-25,397
1245,-9,-21,1182
1235,3,-16,1585
1373,0,-6,301
360,0,-13,1069
360,14,6,1076
390,-6,-18,544
395,-10,-23,1010
420,-8,-41,1096
380,33,10,529
415,-1,-24,1990
420,-6,-30,1023
425,-4,-32,950
455,-6,-25,1041
460,-8,-30,997
460,-6,-38,2422
495,-8,-23,529
525,-2,-15,1598
530,-6,-22,419
545,-14,-44,502
540,-8,-36,950
545,-4,11,264
545,-1,2,2475
569,-1,-1,1608
631,-5,-21,2586
644,-6,-12,416
650,-10,-16,502
650,-6,-34,1076
660,-7,-18,2586
639,30,19,944
689,-6,-20,937
695,-11,-42,419
685,0,-24,1598
685,5,-10,733
720,-12,-14,764
710,-1,-10,1020
725,-3,-15,1389
740,-2,-14,301
740,2,-8,2465
715,36,28,1428
760,-4,-3,1372
780,-4,-12,1411
802,-8,-15,1047
804,-7,-34,1065
780,22,14,733
760,54,41,502
779,38,24,719
800,35,29,212
839,-3,-28,1023
836,2,17,1400
855,-2,-12,187
899,0,-21,950
910,-3,-22,544
915,5,-21,2565
926,-2,-6,748
950,-6,-6,665
970,-7,-34,335
960,3,-10,1096
955,9,11,740
1020,-6,-9,2248
975,42,43,1605
1022,4,5,2454
1075,-10,-22,950
1020,58,83,290
985,99,100,445
1080,13,32,214
1087,10,55,2465
1026,78,80,872
1145,-6,32,2475
1055,90,124,427
1170,-10,2,229
1157,6,16,1065
1004,176,191,416
1155,36,51,944
1200,-2,24,419
1116,82,120,602
1165,33,28,1035
1220,-6,14,762
1190,40,29,2586
1230,3,27,397
1240,51,50,1428
1240,54,18,2454
1229,89,114,872
1289,74,104,277
1290,149,137,1598
360,-7,11,1389
360,-6,-12,184
360,-3,-19,212
360,-1,-7,229
375,-1,2,431
390,18,46,544
420,-5,16,950
420,-5,4,719
420,-4,6,1076
420,-2,48,214
425,-7,20,1147
425,-5,-10,937
420,1,-6,200
435,-2,-6,1068
435,-1,29,2586
467,-3,-4,2586
465,3,10,733
475,-1,23,725
483,-6,-13,266
480,-2,-1,2586
488,-7,0,605
479,9,8,1372
485,11,7,1069
535,-6,9,1521
540,-5,-9,746
538,-2,36,1092
540,-1,-4,214
545,-4,13,2475
525,21,10,544
545,2,11,264
555,0,12,427
555,16,11,1069
597,-11,10,748
590,-3,0,738
600,-4,-41,2402
600,6,4,214
595,20,31,762
632,-7,-22,628
360,266,272,228
643,-3,-6,1400
600,52,42,229
656,-4,-18,200
660,-7,-9,213
690,-3,9,544
720,-13,-20,200
710,-3,34,1020
720,-5,4,214
740,-1,-4,2465
720,26,15,213
770,-3,-5,950
779,-4,22,544
783,-7,-18,264
780,-2,-9,1069
800,-2,-16,2475
800,-1,-5,212
804,10,-4,1065
825,-5,-2,2475
830,-2,18,799
825,4,4,2422
845,-5,2,1005
860,-6,9,719
869,-8,-9,2586
879,-1,-21,1068
900,-7,-22,1096
895,-1,-12,1089
920,-4,7,1096
909,22,25,820
950,-2,-7,1990
965,-7,18,431
955,8,-3,2227
975,-2,0,1605
985,3,-16,2475
1000,-8,22,1389
1005,-2,-14,2475
1010,-3,9,719
885,127,120,187
1023,-5,14,199
1049,-7,-13,319
1045,26,26,765
1090,-2,6,1029
1100,-12,0,733
1126,-9,-15,301
1130,-12,-56,944
1125,4,-23,1182
1150,-8,-2,431
1109,41,63,2454
1170,-7,-8,1010
1170,-6,5,419
1180,3,-17,184
1200,-9,31,733
1200,2,-10,1005
1205,5,7,594
1240,-7,8,1428
1235,-2,-26,1585
1260,-5,-1,544
1260,-3,6,277
1180,96,95,1005
1290,-8,-19,1076
1319,-7,-27,269
1319,2,4,169
1319,20,7,284
360,-6,-14,1076
360,-6,37,762
360,-5,-5,2586
361,-2,22,725
370,-7,-10,1028
370,-5,13,711
370,-4,3,1020
395,-12,5,1389
394,-4,19,529
405,-5,-13,301
420,-10,-13,1096
440,-5,-8,502
435,2,1,1068
490,-7,-8,1623
485,1,-8,209
490,-3,-1,762
490,3,18,946
502,-2,24,533
509,-2,5,445
514,-6,-10,605
520,-6,-14,319
520,3,-23,200
545,-12,7,502
569,-6,-26,1608
569,-3,-2,199
575,-1,-21,944
600,-1,-6,937
610,-7,1,719
615,-6,12,1416
650,-9,-11,416
650,-3,-9,1076
674,-8,-11,502
674,-5,3,1620
689,-3,-21,937
689,0,8,1074
720,-8,-6,2475
720,-6,-15,184
765,-4,-10,1096
765,-3,-14,187
780,0,1,719
795,-6,-16,282
805,0,-21,1598
840,1,18,762
821,24,13,4963
800,48,39,2454
860,-2,20,1020
875,-4,-10,1035
880,-2,-20,1085
875,16,33,1107
899,-3,10,529
910,-9,18,544
925,-4,-5,213
928,-5,-3,284
930,-6,-20,1069
929,-3,-11,1065
960,-5,-27,187
970,-4,2,94
995,-10,-33,200
1020,-3,12,762
1025,-5,0,872
1020,4,23,733
1010,26,39,719
1040,-2,-3,740
1050,-3,23,711
1049,0,7,997
1080,-2,23,762
1095,-2,22,746
1125,-3,-35,1089
1125,-3,0,444
1140,-15,-1,762
1135,-3,-21,1005
1140,-5,-48,2475
1145,-4,5,738
1155,-3,-48,2248
1160,-6,-12,733
1160,-1,-53,2153
1195,-12,-25,1096
1200,-9,5,214
1200,-7,-23,301
1205,-11,-9,647
1175,20,66,1215
1200,-3,-43,187
1205,-2,-16,937
1215,0,-11,187
1260,-6,-27,2475
1260,-1,5,544
1235,33,20,209
1285,-7,1,764
1285,-3,-13,160
1289,-2,-1,199
1295,-6,-13,1069
1240,82,75,2475
340,4,18,1089
360,-4,13,94
360,-3,21,214
390,-7,18,529
390,-4,22,544
368,27,111,200
360,43,44,733
405,-2,3,301
399,11,32,1504
420,-4,-11,2248
419,-1,45,762
419,11,33,937
440,-5,41,502
425,23,7,1069
465,5,7,733
473,-3,21,1020
479,1,69,1372
485,-4,-3,1029
497,-4,11,1620
510,2,38,1620
490,25,44,200
505,10,14,213
514,30,47,937
515,30,62,1389
535,11,6,509
555,-3,26,427
570,-4,8,1076
538,34,81,1092
540,35,39,733
599,0,-7,2153
623,-4,13,762
564,61,117,872
615,21,51,212
715,-4,7,187
674,37,64,1620
595,124,126,94
720,1,4,2475
765,1,59,1389
770,6,22,1620
780,-1,26,214
780,0,10,1411
795,-10,-3,502
795,2,10,282
830,-4,-5,2133
795,40,31,116
850,-6,18,419
815,51,55,1035
885,-2,15,762
884,4,0,1028
902,28,17,284
950,0,-6,1598
940,13,0,1069
960,-4,1,762
940,18,13,2475
955,5,5,740
960,4,16,1010
975,0,-1,1020
995,0,-3,404
990,7,-7,2586
980,19,59,764
1005,-2,8,963
970,39,58,733
1019,-6,-30,200
1028,-8,-5,1069
1015,7,-13,2475
995,32,32,541
1025,17,10,1028
1110,-5,-3,2586
1155,-2,-4,2248
1165,-5,-4,1035
1180,-7,13,711
1200,-6,-14,762
1200,-1,-11,2475
1201,2,-4,404
1095,115,104,746
1230,-12,-19,397
1220,4,8,762
1260,9,9,719
1125,146,116,1182
1235,108,97,209
1229,117,134,1008
1229,132,122,94
1370,-3,-13,273
1290,112,112,1076
1439,-3,9,1617
375,-6,0,431
360,20,18,212
385,-3,-12,169
420,-7,-20,2475
420,-5,-7,733
419,-3,13,762
420,-2,-23,2475
390,29,22,529
440,2,-6,1023
460,1,-3,872
465,-4,3,719
440,32,48,488
480,-6,14,2586
479,-4,-18,195
490,-2,12,762
499,-4,12,1598
485,12,0,1069
514,-8,5,605
510,-4,22,1620
520,-5,17,2425
525,-6,-12,1598
538,-10,-3,1092
545,-9,13,502
540,11,-13,1089
560,-8,-20,1372
560,-5,1,1389
560,-5,9,2454
565,-1,9,1605
575,8,3,944
600,-10,-19,1065
595,-4,-18,1726
515,95,82,1389
370,242,232,1085
630,-6,17,431
665,-4,6,725
675,-3,-11,479
720,-12,-22,200
715,-2,-13,1428
725,-9,-19,1389
720,6,5,820
780,-5,-3,762
788,-2,10,762
