y,dep_delay,arr_delay,distance
425,1,12,937
440,-6,8,738
440,2,-19,1023
449,-5,20,1080
450,-1,-4,746
465,-5,3,746
480,-1,15,1069
490,1,11,760
495,-1,6,529
497,-2,-10,1620
505,-6,-11,213
505,-4,11,541
510,-4,-5,740
510,-3,8,1065
505,5,-1,550
500,26,9,1598
500,39,32,184
540,1,-17,719
540,14,-26,4983
565,-2,17,1605
570,-4,-28,2248
575,-2,-5,725
585,-4,-65,2475
580,4,25,1035
590,-2,22,618
621,-5,-2,1047
570,48,41,264
616,12,-1,1020
640,-4,16,944
675,-5,0,1096
685,-2,-17,1598
690,-5,-8,944
690,-4,-2,544
660,40,38,1096
710,-5,8,1020
720,-7,11,762
720,2,4,541
685,56,30,1608
760,-1,24,1372
771,-2,-8,1416
770,0,15,488
795,-5,-3,529
750,44,57,746
815,11,34,1047
804,30,28,1598
809,34,25,169
858,-1,12,1023
875,-3,-11,1107
877,-4,12,1041
869,7,-19,1020
885,-7,-15,544
882,1,6,1092
885,3,-8,187
890,-2,-9,427
895,-1,-29,733
896,1,24,290
909,-4,1,820
927,-8,10,748
922,5,1,605
887,62,70,594
920,30,16,228
965,-7,-11,431
960,4,5,944
948,16,25,760
965,12,0,1391
990,0,-2,1569
980,13,6,937
1020,-3,-2,746
1020,-1,-42,2475
1020,0,-32,2248
1020,4,10,1411
960,71,63,1096
1015,26,-17,2475
1045,23,25,569
1085,-7,-18,479
1047,38,24,2402
1110,0,-7,2454
1020,99,66,1747
1125,-2,-41,1089
1135,0,-6,544
1140,-4,-19,228
1140,-2,-5,2475
1170,-4,-15,1010
1170,-4,-25,1183
1050,123,98,1620
1185,12,-57,2586
1187,24,17,282
1185,48,34,212
1260,-2,-28,725
1265,-2,8,277
1225,39,24,1372
1260,5,5,431
1260,6,-1,544
1319,-4,-12,266
1285,45,37,764
1245,86,90,213
1349,-7,-13,1598
1319,41,28,269
1315,50,49,427
1378,24,16,187
1439,-10,-11,1617
300,-4,-19,529
360,-7,-5,1028
360,-6,-8,1005
360,-5,-3,1065
360,-4,-14,96
360,2,-12,725
390,-1,-23,185
395,-2,-12,1023
407,-4,-10,301
410,11,-10,1605
470,-3,0,340
485,0,-2,1029
490,-5,-3,427
483,9,-12,1134
490,3,20,1623
497,1,-16,1620
500,-1,-26,2446
515,0,-3,762
525,0,-5,277
510,23,-3,888
530,11,7,1131
546,4,-2,1023
562,15,14,1028
590,-11,-20,618
600,-5,-11,1065
599,-2,-35,2153
600,33,30,937
650,-3,-11,416
660,-5,-11,184
650,15,11,502
535,137,126,509
693,-5,-5,416
700,-9,-29,1085
685,6,-18,1608
705,-7,-24,1035
720,-14,-17,200
720,-11,-13,213
535,177,161,445
725,-4,-13,431
740,-3,-10,888
750,-6,-11,284
779,-4,-26,719
779,0,-14,544
778,3,-39,2465
745,58,65,301
795,10,18,282
810,-2,-34,2475
830,-2,-15,544
839,-3,-3,1023
815,22,21,828
850,0,-26,1065
860,3,-15,719
875,-5,-13,229
855,28,14,746
897,-6,3,1069
900,-5,-25,184
900,-4,3,762
900,-2,-10,529
900,7,1,416
915,-7,-4,340
917,-3,9,997
920,-4,-18,1096
930,-8,-1,1147
945,-5,0,950
839,123,118,228
950,30,20,740
970,15,15,733
1000,-7,-6,502
995,0,1,719
975,25,33,1010
1000,27,16,1074
989,44,43,445
1069,3,5,228
1090,-2,-50,2465
1095,-5,-16,1008
1080,13,-13,2425
1095,4,16,509
1125,-3,-41,1089
1130,17,-36,2586
1090,80,51,1029
1175,-1,-9,1215
1144,38,28,277
1230,-11,-40,2475
1187,42,41,282
1230,-1,-1,397
1229,44,17,94
1285,3,-9,1400
1305,-3,-8,1065
1290,47,14,2248
1365,49,51,264
1439,-1,-8,1576
360,-2,4,1005
375,-1,-7,187
390,-3,-29,2133
390,1,-15,2153
390,9,-13,733
420,-3,-18,733
435,1,-6,1598
449,13,0,1080
360,108,93,502
477,-6,-13,282
480,-3,-23,1620
490,-5,-2,760
510,4,1,711
515,-1,-15,762
525,-6,-14,213
540,-3,-2,2475
540,-3,0,2475
540,-1,-13,746
538,2,-15,544
560,-7,1,1623
610,-3,-23,1096
620,3,26,1389
630,-7,-25,431
660,-5,-6,1065
660,-3,-21,2586
683,10,11,1069
694,2,-25,1020
700,-3,-19,1085
720,-9,-11,764
720,-5,-5,937
775,20,17,1028
810,-2,-30,185
815,-3,9,1047
825,0,-10,2133
830,-1,-11,1183
885,-7,-10,544
885,-5,-16,199
899,-6,-9,340
895,2,-2,1089
929,-4,0,569
940,-5,-6,2475
940,1,0,1069
960,3,9,1065
948,20,-9,1990
950,36,14,1029
1040,-8,-21,431
1050,-4,-5,1620
1045,1,-25,2446
1049,0,-4,937
1065,1,1,944
1054,17,7,266
1109,-7,-16,116
1109,-6,6,445
1109,-5,-8,719
1080,27,9,427
1140,-6,-24,340
1140,-3,-2,2475
1139,-1,-11,944
1140,0,-23,2475
1180,-1,-18,184
1180,-1,-7,483
1200,-4,-8,762
1200,8,5,2475
1215,-4,-14,187
1215,-1,-10,1069
1245,2,5,1074
1289,-8,-6,199
1290,-1,-2,2248
1315,9,6,427
1349,31,37,1598
1439,17,9,1598
360,-2,-5,1389
370,-3,6,1085
360,7,-19,2454
375,2,9,541
420,-3,11,1069
430,-1,-4,937
465,-6,-3,733
390,76,83,2153
490,-4,-19,1623
490,-1,-14,200
471,20,-5,1620
495,-2,-1,529
505,0,34,541
515,-7,-17,1389
515,-3,-4,762
535,-7,-28,488
539,-3,-9,2227
595,-9,-8,94
615,-4,-2,529
630,-9,-27,2586
650,-5,8,1076
674,-5,-14,502
685,-3,-20,1598
690,-5,-9,944
690,-4,-13,416
700,-4,-2,266
690,9,14,937
712,-7,15,820
720,-4,-6,213
715,27,18,187
720,23,41,628
760,-1,-10,1372
772,4,15,1069
780,-3,-20,184
795,-1,2,529
820,-10,-6,937
830,-5,-15,2133
836,-5,-14,944
725,111,111,431
855,-5,10,746
899,-8,0,340
900,-6,-18,479
930,-5,-7,544
926,13,12,748
960,-5,2,762
960,-4,-14,1626
960,0,-15,719
980,-2,-4,764
993,1,-7,404
1005,-2,-13,2475
1020,-3,-4,1069
1026,0,-1,169
1030,-3,-14,1521
1030,3,-18,2227
1013,29,53,746
1065,-3,-25,502
1071,-5,-22,2475
1065,5,-2,2454
1080,-4,-5,762
924,157,155,725
1041,43,65,569
1095,7,36,2454
1125,-1,-22,2576
1140,-5,-8,762
1110,27,37,284
1140,0,-41,2586
1139,10,-30,2521
1165,-9,9,228
1185,-3,-37,2586
1180,5,1,483
1202,-4,-9,404
1200,2,16,631
1180,30,34,1076
1225,-6,-17,1521
1152,68,46,1990
1240,-2,25,828
1260,-9,-9,544
1300,-4,9,1005
1285,23,21,160
1225,84,82,2434
385,-3,-23,169
390,-7,-9,762
395,0,-43,2133
425,-3,5,950
435,-7,8,2586
442,-2,-22,719
450,-1,-46,2586
485,0,5,1069
495,-3,-16,479
502,-5,-19,533
488,11,1,605
507,-7,-37,550
510,0,4,1620
520,-5,-33,2425
538,-3,-20,1092
539,10,-4,1605
543,10,0,2227
520,38,17,416
569,-2,-17,746
569,14,-2,199
600,-9,-15,184
599,-5,-20,2153
600,-3,-7,1065
615,-2,-32,2133
665,-3,-13,725
656,8,8,200
660,12,9,1096
690,-7,-40,2475
710,0,17,1020
720,-9,-6,184
720,-4,-10,1400
720,3,28,214
730,-5,-9,209
755,-6,-39,1990
780,-8,-3,479
780,-4,-33,1411
780,10,14,733
805,-2,-5,1598
809,-3,-12,169
815,0,1,1035
810,19,-3,2133
837,-5,-18,628
830,27,-1,1183
884,-5,-8,1028
885,-2,-13,187
885,-1,-1,944
886,8,-6,1416
899,-4,18,301
880,15,5,1068
930,-11,-8,1147
899,44,20,1182
955,-5,-9,642
949,1,-19,200
960,-1,-15,944
970,-4,-3,335
940,31,28,1069
985,-2,-54,2475
995,-5,-16,746
1019,-1,-41,1587
989,42,14,1569
1042,-4,-4,277
1045,-5,-21,569
1045,1,-19,2446
1055,-1,-25,764
1055,3,-5,427
1065,-4,1,2454
1073,-3,-8,2475
1085,-9,2,479
1070,7,-16,2425
1125,-2,-48,1182
1160,-2,-40,427
1170,-6,15,1076
1170,-4,-37,541
1160,8,-31,1990
1240,2,8,2454
1170,82,78,419
1260,-8,-14,950
1240,35,14,1428
325,-1,17,1400
360,-3,21,762
370,-2,-2,711
375,0,17,746
387,-4,-20,1023
390,-5,6,544
390,4,-10,740
418,-3,4,1605
430,-4,-3,719
440,-4,-1,738
445,-6,7,2402
475,2,-13,725
480,0,-11,937
497,-7,-25,1010
499,-4,-14,1598
479,20,21,1008
509,0,-4,1065
515,-3,-22,1598
525,-7,-25,544
575,-1,-17,944
599,-7,-11,764
600,2,-4,214
606,2,-6,645
615,-4,-14,2133
630,0,-11,2586
630,0,-32,2586
642,7,4,725
656,-1,-12,200
660,-3,-9,2586
665,0,-20,725
670,-3,-16,266
675,-5,-13,1096
674,5,-22,502
660,21,-15,2565
690,15,4,2475
725,-10,3,431
720,-2,-7,2475
715,7,-1,1428
740,-8,-13,719
771,-5,-1,1416
788,-1,2,762
795,2,-6,282
855,-3,-14,569
865,-12,-10,1008
869,0,-1,2586
876,-3,-13,199
880,-5,-29,1085
895,-7,-11,301
900,-7,-12,762
935,-2,-4,569
940,0,-39,740
955,-3,-27,1598
922,32,28,605
975,-8,11,1020
995,-2,-8,1074
1005,0,-6,963
1020,-4,-5,746
1010,10,-7,2227
1025,-4,-6,872
1030,-2,-12,169
1030,-2,35,1521
1039,-7,-16,1620
1080,-7,-4,214
1080,-3,-21,944
1078,0,-18,719
1042,41,41,277
1090,-1,-24,2227
1080,22,33,1372
1110,-5,-17,419
1107,-1,-3,1605
1095,15,2,200
1138,-7,-11,866
1140,0,-2,1416
1140,17,-14,719
1160,5,-10,427
1065,107,106,1389
1200,-5,-30,301
1200,0,-20,1069
1200,0,1,404
1200,9,5,2475
1230,-10,-13,397
1220,0,13,762
1225,5,-7,1372
1240,-2,-15,2475
1240,-1,-7,1428
1245,-3,-20,213
1260,-8,-14,719
1290,-3,39,80
1439,3,-12,1617
360,-5,25,2586
360,-4,-3,502
360,-3,-7,214
360,0,13,200
367,-6,-7,569
370,-6,-5,1096
370,-4,-11,1598
390,-4,-7,544
391,-3,-13,187
395,-3,-8,2133
420,-5,7,2586
420,-4,-5,1096
425,-2,-7,950
425,-1,-18,1069
437,-4,-18,1023
435,0,-9,1069
445,15,32,2402
479,-3,6,1134
490,-3,-14,200
495,-6,-14,2248
500,-6,0,184
497,-2,5,1620
509,-10,-16,284
500,-1,-11,764
507,-1,-21,1035
510,1,12,2475
490,36,4,944
555,-1,-22,1069
560,-4,-19,1389
600,0,-12,937
630,-6,1,431
660,-2,-15,1096
630,31,76,2586
660,2,7,1990
705,-14,-12,397
705,-8,-20,1010
689,18,8,1074
770,0,0,1620
795,-12,-13,502
809,-14,-15,169
830,-4,-11,544
830,-3,-15,828
740,107,124,2465
860,-6,-6,719
885,-1,-18,944
895,-9,-9,733
917,-2,-10,997
930,-6,-4,284
930,-5,19,2586
925,1,-8,213
945,-7,-24,184
955,-5,-17,1598
960,-8,-17,762
960,-5,-10,762
955,1,-6,509
995,-7,-23,200
995,-4,-14,541
1020,-6,-9,184
1030,-5,17,2565
1025,1,-3,1028
1045,-9,-9,569
1020,16,20,1747
1050,3,7,488
1042,21,18,277
1065,10,-2,1023
1080,-4,-21,944
1080,-4,-12,169
1078,0,9,719
1088,-3,6,404
1100,0,-20,2248
1109,-1,13,529
1120,-9,1,719
1120,-6,-17,502
1126,-5,-9,301
1130,-5,-39,944
1095,40,51,509
1047,99,126,2402
1155,-6,43,1134
1160,-6,-37,1069
1175,-6,-8,425
1160,9,28,733
1180,-6,-5,483
1155,27,13,740
1200,-4,3,214
1180,34,48,711
1230,-10,-21,1521
1169,59,66,1215
1200,34,23,445
1245,-4,9,1182
1260,-1,0,2475
1289,-3,-7,80
325,-5,-7,1400
340,-9,-18,1089
360,-14,-24,200
360,-7,-26,502
365,-10,-19,502
360,-4,8,762
368,-8,-21,404
390,-4,2,319
399,-7,-14,1504
385,8,-9,944
425,-2,-5,2227
425,4,-20,937
460,-8,-34,2422
490,-2,-12,187
495,-6,-11,740
515,-6,-28,1389
540,-3,-5,746
570,2,-21,1076
545,34,24,2475
585,0,-33,764
590,-1,-11,738
600,-1,-6,1065
599,0,-14,2153
610,-6,-13,719
615,-8,-11,1416
650,-4,-2,2227
660,-4,-16,2586
632,48,40,628
995,1126,1109,719
689,-3,-8,1074
704,-11,-11,266
765,-7,-36,1389
771,-5,-10,1416
779,-5,-18,1028
795,-9,-17,282
779,36,22,200
825,-9,-3,273
809,8,-17,1065
815,3,-24,1035
850,-8,-4,419
865,-6,10,1008
875,-8,-32,1041
876,-5,-10,199
885,-4,-8,544
892,-3,0,502
895,-5,-29,301
900,-9,-20,214
900,-5,-13,479
884,17,4,1504
955,7,-18,740
960,3,2,1096
965,9,-18,1074
995,-1,-26,541
1000,-2,-18,1389
1000,5,2,888
1015,-5,-28,2475
1020,-8,-43,290
1028,-3,-20,1069
1020,6,1,762
1040,-5,5,431
1065,-7,-14,502
1050,10,10,997
1055,20,3,427
1080,-4,-28,944
1025,59,52,1028
1099,2,19,2434
1110,-4,-18,2586
1140,-4,-28,340
1145,-8,-33,2475
1140,-3,-22,2586
1140,0,-6,228
1140,2,1,762
1155,-5,-25,944
1165,-6,-18,1035
1170,-2,4,1076
1170,-1,-30,2576
1175,-3,-1,1325
1199,-9,-10,427
1200,-5,-13,445
1200,-5,-48,187
1200,1,-11,282
1205,0,-5,725
1230,-7,-3,1521
1240,0,-6,2475
1245,-1,-13,733
1267,-3,-4,642
1290,-6,-28,1626
1295,-2,-14,1069
360,-7,-1,762
360,-5,-15,212
360,-2,23,762
370,-9,-11,1085
370,-3,-8,1028
385,-3,-12,169
390,-5,13,1598
391,-4,-5,187
390,-1,-13,645
396,-6,-27,1065
465,-4,-11,1608
465,-3,-10,2586
479,-7,13,1620
472,0,-20,1400
475,2,-21,725
490,-8,-18,946
480,3,12,2133
514,-10,-21,605
514,-5,-32,937
510,0,-9,2565
510,12,32,1620
539,-8,-8,762
615,-1,7,541
640,-9,-27,282
598,36,16,733
685,-6,-26,733
689,-1,-6,1074
720,-8,-2,284
725,-8,-31,1389
720,-2,-16,762
725,-1,-12,711
770,-6,10,488
771,-5,-6,1416
780,-6,-18,184
790,-5,-5,200
825,6,-12,2422
882,-3,-10,1092
890,-9,-39,944
892,-9,-10,502
890,-4,-18,427
880,8,-12,1085
899,-6,-28,209
905,7,49,1620
920,-3,3,228
927,-9,-23,748
930,-8,5,888
935,-5,-11,569
885,47,28,187
940,-2,-31,740
955,-12,-16,642
949,-6,-28,200
955,-8,-9,2227
955,-2,-18,1010
962,-5,-5,229
960,0,-30,944
960,3,7,1626
950,16,-20,1598
955,15,-7,1598
970,7,3,733
995,-12,-26,200
1005,-5,19,488
1005,-4,-18,963
989,19,6,1035
975,40,55,1605
1019,-2,-21,200
1020,-2,17,2248
1025,-2,-25,1028
1040,-5,-35,1085
1045,-2,9,2446
1049,-2,-11,1969
1049,2,-33,1089
1045,6,-7,937
1050,4,-6,997
1065,-3,-46,2454
1065,-1,-24,1389
1080,-5,-1,187
1080,-4,-3,214
1085,-4,-12,725
1088,-1,-16,1023
1109,-4,-4,529
1115,0,-29,2422
1138,-9,-34,866
1170,-30,-10,1010
1160,-3,-26,1069
1180,-1,-23,1076
1175,28,27,1215
1205,-2,-22,937
1144,86,79,277
1230,5,10,1008
1245,-4,-6,200
1245,-2,-22,1182
1285,-10,-24,764
1370,-2,-4,264
1439,31,22,1617
300,8,-2,529
360,-1,-19,1074
365,-1,-30,711
375,-2,-16,760
420,-6,-28,733
431,-1,-5,2227
440,-4,-5,738
420,21,-6,1076
467,-7,-15,2586
480,-6,-19,937
470,6,-5,340
497,-15,-54,1010
497,-5,-25,1620
510,1,-26,937
515,-1,-13,416
525,-4,-16,1598
545,-8,-30,1076
540,2,-14,1005
557,-2,-15,1634
569,-6,-18,1608
575,-5,-19,944
615,-5,-11,212
615,-3,-11,1183
620,0,28,1389
630,-3,1,2475
639,-4,-24,944
675,20,13,1096
712,-6,-15,820
720,-5,-16,541
720,-3,-2,2475
735,6,2,284
760,-3,-20,1089
765,-3,9,187
765,1,-30,1620
779,1,-12,1023
790,-4,-32,1598
790,-1,-4,282
795,-3,-7,2454
805,-8,-24,116
810,-6,-19,760
835,-5,-40,963
855,-2,-15,187
870,-7,-11,2586
899,0,-3,209
899,15,-14,1023
895,32,2,1065
941,0,22,733
960,-4,-26,1626
990,-8,-18,445
995,-4,-5,872
1005,-7,-11,529
1015,-7,-23,2465
1015,5,-16,2227
1054,1,9,266
1055,7,-1,997
1100,-2,-29,2422
1109,-6,-15,116
1110,10,-9,719
1140,-6,-51,2586
1139,-3,-24,529
1165,-6,-12,228
1180,-5,-27,1005
1200,-6,-15,445
1200,-1,-26,589
1206,-1,-12,404
1240,-5,-27,1428
1240,15,-3,2475
1260,14,-12,950
1290,-9,-31,1076
1314,-20,-46,1065
1290,8,-8,1598
1289,14,15,199
1370,-14,-23,273
1230,213,230,1521
1300,188,177,301
390,-4,-24,733
395,5,-21,2565
420,-8,-19,950
420,-7,-49,2586
450,-7,-55,2586
450,-7,-5,1416
465,3,-6,1608
490,-13,-18,762
485,-5,-23,1029
510,-10,-21,445
510,-2,-8,711
520,0,-9,319
555,-6,3,427
585,-3,-23,764
600,-6,-41,1726
606,-5,-13,645
625,-7,-32,488
645,0,-14,963
510,171,189,1598
690,-2,-10,416
685,6,3,2475
694,8,-8,1020
750,-5,-27,738
752,-5,-19,529
760,-3,2,1089
770,-4,-21,950
795,-12,-22,502
795,-7,-15,529
810,-7,-12,1389
797,28,31,200
815,14,3,1035
788,68,66,762
892,0,-6,502
900,4,-7,2475
899,7,-10,301
885,22,20,872
920,-4,-25,228
930,-6,-19,483
935,-5,-7,1389
930,7,8,544
905,35,27,738
955,-2,-4,2227
900,55,50,529
960,-4,-28,944
900,83,89,284
955,30,6,1598
945,40,3,950
1010,-1,-17,187
1005,5,9,963
1000,15,17,888
885,135,142,488
1020,0,6,762
1005,19,7,488
1050,7,4,529
1065,-3,-5,2586
1065,6,-2,502
1013,74,70,746
1150,-10,-13,431
1139,3,50,2521
1140,11,19,340
1172,4,31,1400
1200,-5,10,214
1260,-5,20,184
1260,5,33,544
1080,195,211,169
1260,29,47,431
1140,154,157,2475
1192,114,134,199
1319,-1,-14,269
1115,220,228,937
1240,108,106,2475
1205,156,190,725
325,-4,11,1400
360,-7,-8,502
390,-4,-23,1023
390,-2,9,544
390,0,19,740
385,5,1,169
425,-4,16,2227
440,-6,-10,1023
449,-5,-1,228
451,10,9,1080
480,-2,-10,1069
495,-1,7,740
479,17,20,1008
480,18,6,937
507,-4,-20,550
510,-4,-10,888
515,-1,-9,2565
420,95,96,2475
540,-1,-16,950
540,0,-10,184
548,-6,23,569
575,-6,3,2248
575,7,-9,944
600,-9,-8,184
600,-6,-19,1065
540,71,52,1089
645,-8,1,963
642,8,20,725
660,-3,16,888
650,13,27,502
689,-3,-10,416
689,-1,-21,937
750,-5,-6,746
770,-1,24,1620
780,-4,-12,94
779,-1,-6,200
770,12,15,488
795,-4,-1,529
830,0,-33,1065
855,4,-8,1076
869,-5,-7,1020
875,-7,-21,1035
875,-4,5,1107
900,-9,-13,184
896,-2,14,290
895,-1,1,301
930,-6,-24,1069
905,19,49,1620
935,-9,20,1389
915,13,12,340
890,40,35,425
930,0,-3,483
930,0,69,1147
922,19,34,605
945,-4,-16,2475
945,0,3,746
955,-3,5,642
960,-4,3,1391
960,-2,-13,589
960,4,13,214
970,-5,8,2248
965,9,30,1391
960,16,27,762
950,31,37,1029
990,1,-26,2586
1020,0,-25,290
1025,-3,-30,1028
1030,-5,-5,544
1039,-4,28,1620
1015,25,29,2446
1047,0,-5,2434
1049,1,-22,1089
1070,1,22,2425
1080,-5,-7,541
1095,-6,6,746
1095,-2,-24,290
1095,-1,-30,288
1095,-1,-11,200
1110,-11,-24,488
1110,-1,0,419
1135,-5,-1,1020
1140,-8,-5,214
1140,-5,-24,340
1144,-7,-11,277
1144,-3,-7,529
1155,-2,-24,944
1170,-12,-29,1076
1168,-4,-11,628
1205,-13,10,647
1230,-16,3,397
1260,-8,-3,431
1260,-5,-13,2475
1289,-1,-9,80
1135,246,207,2586
365,-8,7,502
390,-7,13,1020
390,-5,-9,282
425,-9,32,1147
425,-4,11,1411
425,-2,-14,937
445,-8,-2,2402
450,-7,3,1416
450,-4,-1,746
465,0,0,719
479,-7,-18,266
479,-6,-1,762
479,-5,3,1620
495,-9,-7,479
510,-4,20,1598
510,-1,-19,427
540,-5,-12,214
540,0,-1,2475
546,-1,-8,1023
565,-8,13,1605
605,-6,-24,2248
645,-10,-1,963
642,-3,11,725
660,-8,-18,184
652,1,-15,1068
675,-7,3,479
675,-6,-14,1096
690,-4,-3,544
695,-5,-20,419
710,-9,26,1020
705,-2,-2,746
720,-14,-26,200
765,1,14,1389
779,-5,9,544
780,-5,-25,94
781,0,3,199
795,-4,13,529
802,-8,8,1047
810,-1,-11,937
837,-8,-16,628
855,-6,-7,569
815,60,47,1035
860,23,7,997
920,-7,10,1096
930,-8,-11,483
945,-6,-11,2475
940,10,1,264
960,-6,1,1096
960,-4,-20,1089
965,-2,11,1391
970,-4,8,733
995,0,16,1411
1020,-7,-1,214
1019,-5,6,872
1020,-3,-3,1065
1025,-5,23,1372
1030,-5,1,169
1042,-7,1,277
1050,-6,26,1620
1040,7,18,733
1047,4,4,2434
1088,-7,-1,404
1095,-9,11,1020
1107,-7,15,1605
1120,-15,-10,502
1115,-7,-1,937
1125,-1,-6,1182
1130,0,-27,2586
1140,-8,-6,228
1145,-6,13,1017
1160,-8,-40,1069
1160,1,-12,1990
1170,-7,-8,628
1180,-4,-1,1005
1200,-4,-29,1085
1220,-3,22,762
1205,35,35,594
1245,-3,-15,213
1290,-8,-18,80
360,-5,21,1065
375,0,10,760
360,25,56,212
390,-3,49,544
385,46,58,1416
435,-2,-8,1089
450,-3,49,746
435,25,40,1068
405,58,79,1620
465,3,6,2586
475,2,44,1096
480,-2,-12,1089
492,-4,38,340
495,-6,-4,1005
509,-4,-20,284
475,35,79,725
540,-2,-10,184
510,32,59,733
555,2,13,1069
565,-1,20,1605
595,-11,18,762
597,-3,54,748
598,-1,19,733
620,-5,42,1389
615,0,25,1416
630,3,42,2586
645,-4,18,963
660,-6,10,282
660,0,4,1990
660,16,33,762
660,35,50,214
715,-4,10,1428
600,111,112,2402
720,-3,0,2475
725,-6,14,711
730,-5,-2,169
720,6,18,213
735,-5,-1,284
740,-7,6,719
740,-6,-1,301
741,5,5,2565
732,23,7,2133
720,45,65,764
779,0,51,544
810,17,27,2133
839,-7,9,404
840,-7,-1,214
835,4,17,1076
845,4,14,1005
825,32,33,1096
860,5,26,997
800,84,100,872
855,31,53,746
886,20,27,1416
945,-3,-15,950
899,49,61,301
907,59,73,529
936,44,58,605
995,8,5,1074
1010,-4,14,2227
1010,-4,3,719
1020,-7,-22,290
1020,11,15,762
960,75,69,1391
1045,-4,27,2586
1070,-1,-13,228
1065,24,30,502
995,113,139,719
1095,14,27,2402
1120,3,-7,502
1130,-2,-22,944
1140,-10,-17,228
1090,42,40,1096
1140,-5,-25,1005
1094,47,46,1065
1155,-4,-14,944
1165,-3,-3,950
1165,13,8,1096
1170,10,-1,1076
1200,2,-33,187
1050,157,169,488
1170,37,53,628
1205,40,36,997
1144,117,113,277
1185,90,82,212
1195,80,65,1096
1080,205,221,1092
1295,1,-9,2475
1319,-8,-9,169
1245,76,69,200
1260,74,68,431
1260,99,105,725
360,-8,-26,200
360,-7,-8,1074
365,-7,0,502
360,0,11,733
385,-4,-6,282
390,-6,19,1020
385,0,-13,944
425,-11,-6,2475
420,-2,-11,200
425,-5,-17,2227
425,-1,14,1147
435,-3,-17,1069
450,-3,-10,746
450,3,2,1389
480,-4,-21,1069
487,-3,7,541
508,-4,8,828
510,7,4,2475
540,-8,-6,184
540,-4,4,746
537,-1,10,1085
540,-1,-17,4983
