y,dep_delay,arr_delay,distance
960,1,-5,1089
950,13,11,1990
985,-12,-2,762
1000,-9,-19,1389
995,-4,-6,404
975,28,21,1020
1015,1,-34,2475
1040,-11,-33,1085
1055,2,-6,427
1039,21,14,1620
1055,12,-4,764
1090,0,-4,764
1094,20,19,1065
1139,-1,-27,2153
1140,0,-19,340
1150,-8,-1,1372
1145,-2,-32,2475
1145,8,31,2565
1180,12,-7,184
1135,80,58,1598
1265,-7,-13,277
1285,-2,-12,160
1290,-1,-11,1598
1319,-4,-14,266
1170,148,125,1183
1260,61,62,719
1369,3,15,209
360,-4,-1,1076
360,-4,-7,762
370,-6,-19,1085
390,-10,-22,1183
420,-7,-2,719
420,-6,-5,214
420,-1,-28,2475
420,0,-8,733
430,-7,-8,719
425,23,1,950
467,-5,-13,2586
473,-7,-30,1020
477,-10,-3,209
480,0,-28,1089
495,-6,-35,2248
505,-5,-16,213
510,-6,-30,427
537,-2,-3,1085
520,17,10,431
545,-5,-7,1076
548,-1,-6,1634
561,-4,-19,187
600,6,-13,2586
615,-7,-19,2133
606,18,14,228
630,-4,-17,2586
615,19,9,529
645,-5,-21,963
625,27,15,187
575,89,79,1035
676,-3,-27,1023
685,-6,-17,733
705,-7,-24,1010
705,0,1,397
725,-11,5,431
740,-7,-25,719
780,-6,-20,479
770,16,4,1620
800,-2,-5,2454
810,-6,-25,760
810,11,3,2133
845,-5,-20,1005
855,-7,-15,187
860,-4,13,1020
880,-5,-14,404
879,-2,-13,1068
885,-7,0,872
855,31,37,1076
910,-8,4,431
940,-4,-12,264
950,3,-12,711
885,79,68,1605
970,-5,-12,733
1000,-11,8,502
989,0,-34,1569
995,0,-20,1074
1010,-3,-8,2227
1020,-7,-21,2248
1025,-6,-30,213
1030,-3,-14,544
955,75,76,642
1025,14,20,1416
1055,-9,-24,764
1050,-4,1,762
1065,-7,-23,1147
1080,-7,-8,184
1095,-1,33,1008
1099,0,23,284
1110,-9,-7,488
1085,18,6,725
1010,97,80,187
1095,17,12,200
1120,-2,-15,502
1140,-7,-13,214
1145,-7,-14,1017
1160,-3,-23,733
1170,-5,-18,541
1175,-1,-10,1400
1185,-6,-6,212
1200,-5,-3,184
1245,-7,-37,213
1205,39,15,647
1255,-3,26,502
1260,-1,6,544
1285,-11,-10,213
1319,-4,-14,269
1285,46,29,200
1319,29,39,284
1370,-9,-10,273
340,-10,-38,1089
360,-9,-9,502
390,-8,-19,529
390,-3,-10,733
414,1,51,1605
419,-2,-10,944
419,-2,0,762
420,-1,-1,2475
465,-8,-28,719
467,-6,-16,2586
475,-5,-18,1096
479,-7,-7,762
497,-12,-5,1620
487,-1,14,541
509,-9,-20,445
505,-3,28,2446
510,-3,-2,427
515,0,-9,1598
525,-9,4,277
540,-8,-20,214
545,-10,-21,502
545,-7,-3,1076
561,-5,-10,187
590,-5,-8,273
621,-9,-32,1047
615,8,17,529
652,-4,-33,1068
660,-4,-14,2586
689,-12,-21,937
695,-6,-26,419
725,-11,-18,431
720,-6,-12,764
741,-7,-32,2565
755,-8,-11,427
780,0,-19,762
795,-7,-20,282
795,-4,1,529
800,-3,-7,212
809,-8,-3,946
660,142,150,213
809,-6,-6,169
830,-6,-30,1183
837,7,-8,209
860,-7,-26,719
855,13,8,569
884,-4,-33,1504
890,-2,10,488
869,23,35,2586
900,-5,-15,184
915,-3,-12,1400
920,-3,13,725
896,27,27,290
850,73,76,419
906,45,47,2454
960,-8,-18,589
970,-12,-10,335
870,100,84,1372
979,-5,-5,143
979,0,11,199
1000,-7,1,502
1020,-7,5,214
1020,-3,-16,2475
1025,-2,-18,872
1030,-5,-2,1521
1030,-1,6,2565
1035,-5,-16,950
1030,2,6,169
1035,-2,-5,2446
1028,39,11,1069
1088,-2,-9,404
1110,-9,-30,488
1100,11,1,733
1130,-5,-55,944
1140,-3,10,2475
1155,1,-12,740
1165,-2,4,2248
1165,-2,-21,1035
1180,-3,-13,1005
1185,-2,-8,212
1200,-4,-2,143
1200,-4,8,184
1183,22,26,199
1230,-7,-31,1521
1225,0,3,2475
1235,9,-12,1585
1260,-9,1,214
1246,12,3,820
1290,-4,-18,1076
1289,4,4,199
330,2,-21,1416
340,-5,-29,1089
360,-7,-27,1065
360,-4,-1,200
368,-9,-19,212
390,-3,-26,1598
405,-1,-5,301
430,-1,-18,2454
430,0,-17,1598
460,-6,-30,872
445,24,8,2402
480,-4,-17,762
495,-12,-20,740
490,-2,-30,1623
487,1,-9,541
489,9,5,266
505,-5,-43,764
502,-1,-10,1065
515,-10,-15,116
515,-9,-40,1598
535,-6,-14,509
540,-11,-27,214
569,-3,-14,404
585,-3,-32,950
595,-10,9,94
590,-4,-12,273
625,-1,-9,187
659,-6,-36,1068
689,-2,-11,416
694,-4,-17,1020
720,-14,-17,200
720,-3,-23,1400
779,-5,-15,282
780,-3,-27,1411
825,-6,-36,1096
825,-3,-19,2422
830,-6,-35,1183
865,-2,-22,997
885,-4,-11,187
885,-3,-22,762
900,-10,-17,184
913,-5,-27,820
905,3,-18,888
929,-4,7,284
955,-1,-18,1598
943,13,7,1008
970,-5,-36,2248
970,-4,-14,94
960,17,49,1391
980,-1,-6,143
995,-8,-31,708
995,-2,-14,404
995,-1,-32,1074
1010,-4,-16,187
1020,-7,-20,169
1025,-8,-13,533
1035,-8,-32,950
1022,7,-21,200
990,40,22,764
1050,-7,-31,2248
1049,-1,-36,1089
1050,7,-14,1023
1055,7,-15,427
1065,-1,-2,2454
1070,-5,-26,711
1080,-7,-29,292
917,158,150,997
1090,-6,-19,1029
1109,-3,-25,2434
1139,-6,-29,2153
1020,114,108,1747
1135,0,-30,1005
1155,0,-31,944
1170,-13,-27,229
1185,-7,-44,828
1200,-2,-15,143
1140,79,102,1372
1229,-9,-32,94
1370,15,3,187
1439,3,18,1617
1439,21,28,1576
1365,143,145,266
370,-6,-23,1028
375,-5,-27,541
390,-4,-10,1183
420,-5,-36,719
413,11,18,2227
440,-1,-22,502
480,-4,-33,937
480,-3,-32,1069
489,-4,-23,550
505,-4,8,541
505,9,20,213
504,11,39,200
520,-3,-20,1068
525,-5,-6,213
535,-5,-12,488
540,-2,-15,1089
540,-2,16,2475
540,-1,-4,1605
554,-3,-6,872
560,-6,-7,1372
568,0,3,301
575,-5,-24,1035
580,-4,-24,1096
600,4,-15,544
610,-5,-7,719
621,-3,-22,1047
655,4,-23,725
660,2,-23,2565
690,7,1,544
720,-11,-22,541
720,2,-11,762
725,6,3,711
745,-7,-12,463
750,-4,-11,1085
765,-5,-14,187
749,13,14,746
765,2,-19,1096
770,-1,-17,1620
785,-6,-27,937
810,0,-11,760
825,-6,-9,273
825,0,-11,944
839,-8,-19,628
835,-2,-10,1076
850,-8,-19,419
885,-4,-6,762
870,13,12,1372
883,0,-2,1504
890,-1,-15,425
905,0,-4,820
915,21,28,340
917,20,7,997
965,-7,-22,1074
948,32,12,760
960,25,12,762
995,-5,-8,1411
940,51,29,740
1000,9,8,1389
1026,-5,-23,2565
995,41,46,2133
1045,4,2,1400
1050,2,-9,937
1020,37,27,1416
1050,9,21,1620
1070,-1,-10,2425
995,82,73,719
1084,-1,1,1372
490,599,612,760
1091,2,-11,404
1115,-4,-3,2422
1090,28,17,719
1125,-1,-6,444
1026,111,115,169
1137,20,56,1416
1200,-8,3,184
1200,-3,1,187
1215,-8,11,479
1176,37,71,1215
1146,80,91,529
1186,53,70,569
1185,57,39,828
1200,84,72,589
1295,9,6,2475
1200,105,97,1005
1225,96,92,2475
1260,82,105,719
1289,74,96,80
1150,229,243,1017
1319,90,89,284
330,6,30,1416
360,-4,-17,1069
365,-9,3,502
361,-5,-7,2475
360,-1,14,725
375,-3,-3,746
395,-14,0,1010
385,0,30,1416
396,0,-6,1065
405,-3,12,529
405,1,1,199
415,-7,5,1182
425,-2,4,2434
425,3,26,2454
391,49,55,187
450,1,-3,2586
465,1,-6,719
479,-3,-8,195
480,-3,-16,1089
479,7,-8,762
490,-3,-5,762
500,2,21,184
509,2,1,445
525,-9,-13,277
520,-3,-2,187
520,0,-15,431
510,21,8,1065
543,-6,0,2227
545,-6,-13,1076
564,-2,31,872
569,-4,19,199
568,8,13,301
600,-5,-6,937
600,0,0,544
610,-6,-1,719
615,-5,14,2133
630,19,21,431
660,-7,-13,2586
660,-3,-15,1990
650,14,18,1076
660,11,3,282
690,-6,-14,937
694,-8,5,1020
705,-6,-6,1035
725,-8,-1,711
720,-2,10,541
730,-2,-9,169
606,135,145,645
740,3,-1,301
771,-5,14,1416
780,-11,-3,569
780,-2,-12,719
779,2,4,277
788,6,16,762
760,41,10,1089
810,0,-2,760
837,-1,-12,209
809,45,38,169
870,-7,-13,1372
880,-5,-8,404
885,-7,-18,544
890,-4,-21,944
876,13,7,199
900,-8,3,479
900,-4,15,733
899,1,7,950
897,4,-16,2565
910,-7,2,431
915,-5,35,1400
930,-5,25,292
940,-5,-20,740
945,-3,-18,184
960,4,3,1096
980,-5,8,764
979,-1,-4,199
995,-3,1,404
1005,-5,0,963
1015,-9,-21,2475
989,22,24,1035
995,28,42,1411
1035,-8,-8,950
1040,-7,-7,1076
1030,12,5,2565
1050,-5,15,711
1047,2,-11,2402
1080,-9,-27,944
1020,53,69,1747
1090,-8,-3,1096
1095,-5,-8,1020
1090,2,-9,1065
1110,-13,-30,2586
1115,-9,-36,2422
1125,-5,-64,1089
1136,-10,-8,1416
1135,-5,-25,1005
1160,-4,-18,1990
1095,65,62,509
1186,-10,-12,569
1200,-6,-39,187
1199,12,5,427
1215,-3,-11,187
1205,19,23,725
1240,-2,-25,2454
1260,-13,-15,184
1260,-6,-12,820
1260,-3,17,725
1160,100,77,427
360,-8,24,1389
390,-8,33,544
390,-6,-43,1598
390,-4,5,645
390,-4,3,733
394,-6,11,463
385,9,23,1416
420,-9,-14,733
420,-7,-4,2475
420,-3,-8,2248
420,-1,-18,2586
425,-2,11,950
425,2,-5,2454
440,-3,-17,1023
450,-9,-22,2586
470,-8,-23,340
472,2,19,1400
475,3,3,569
490,-5,-22,200
485,7,1,1069
499,0,-15,1598
510,-8,-14,888
509,-6,-27,284
525,-2,-29,1598
540,-5,-30,184
540,-2,1,2475
540,0,-8,1005
561,-6,-1,187
395,170,162,2565
575,-8,-17,1035
525,51,49,277
480,97,72,1089
590,-6,-17,273
615,-3,22,529
631,-4,22,2586
639,-5,-7,944
650,-10,-16,502
660,-6,-24,2586
665,-2,-4,725
685,-4,-25,1598
705,-7,-14,1010
693,5,13,416
720,-6,-6,762
740,-2,-8,301
770,-5,-14,950
780,-7,-2,1411
720,64,67,1400
780,19,0,1069
830,-4,-12,828
825,4,25,1400
845,-6,-5,1005
855,-1,-15,187
855,-1,7,746
885,-6,-27,944
882,4,19,1092
900,-10,-25,1096
899,-9,-15,301
895,-2,-5,1065
900,-3,16,529
899,-1,16,950
915,-5,-2,340
945,-3,-21,2425
950,-4,-17,1990
965,-8,14,431
970,-1,-4,335
980,-5,-13,937
989,-4,-8,1569
990,-4,3,445
990,0,-42,2586
948,49,38,760
1020,-6,-42,1598
1045,-1,-1,937
1047,4,28,2402
1055,1,5,427
1065,-4,-30,2454
1080,6,29,1372
1090,-2,-9,1029
1100,9,18,733
1136,-8,7,1416
1005,127,130,488
1145,2,-27,2475
1170,-6,-1,1010
1175,-7,1,1389
1170,-1,19,1183
1185,-4,-24,828
1200,-6,-25,1069
1175,22,115,1325
1200,-3,6,762
1230,-10,-7,1521
1245,-5,-1,1182
1260,-11,2,214
1285,16,12,213
1319,14,-2,266
1290,80,81,1076
300,-4,42,529
360,3,59,184
360,12,19,502
375,2,46,746
385,13,26,944
390,11,81,1020
425,-7,94,1147
420,13,48,642
435,0,10,1069
445,-2,46,2402
460,-4,14,2422
490,-5,2,944
479,20,8,195
515,-11,-5,762
479,32,38,1008
520,0,18,416
525,-4,8,1598
530,-7,-2,419
545,-1,15,2475
520,38,44,200
570,-8,-14,264
545,17,17,1076
537,26,38,1400
548,22,61,1634
585,-2,36,764
590,2,18,738
630,-6,4,2475
650,-1,-4,1076
665,1,6,725
675,33,53,479
693,47,46,416
720,35,55,214
720,35,58,762
643,116,138,1400
765,-4,18,277
805,-1,-7,1598
805,2,18,431
800,8,0,2475
830,-5,24,544
855,-6,-24,187
870,12,-5,1068
888,-5,3,1504
900,-7,3,214
876,23,37,199
900,20,27,184
930,-4,0,284
909,31,34,820
940,7,41,1008
965,-7,-25,1074
915,43,51,340
965,8,3,431
960,21,12,762
1000,-6,13,502
1005,7,-10,2475
1020,-7,26,2586
995,18,38,1411
1025,-1,2,213
1030,-5,20,544
1020,11,14,184
1020,11,13,1416
1045,-3,3,1400
1050,-6,1,762
995,49,35,200
1015,35,18,2465
1050,7,19,711
1065,1,20,2586
1028,38,39,2454
1005,72,60,488
1090,0,15,764
1003,97,111,946
899,204,212,950
1085,22,37,725
896,212,199,290
1065,49,46,1023
1135,-1,-8,760
1080,64,59,1372
1160,0,-24,1069
1110,61,48,419
1110,68,85,2422
1229,2,-1,1023
1319,11,-10,269
1205,154,162,725
370,-6,4,1598
375,-3,11,760
420,-7,11,733
455,-4,-7,1041
465,-4,-6,1608
475,6,0,1096
