y,dep_delay,arr_delay,distance
1160,0,-39,1990
1160,7,-12,1069
1170,3,-27,1183
1155,21,-27,2248
1185,-3,-40,2586
1185,7,-10,828
1205,0,0,997
1240,-2,3,937
1240,8,-9,828
1220,30,13,762
1260,-5,-13,544
1285,-2,4,213
1289,-1,-6,80
1315,0,-9,944
1319,1,-1,266
340,-3,-19,1089
360,0,-15,96
368,-6,-26,404
360,5,3,1065
368,0,-10,212
375,4,-6,1598
414,0,4,642
415,10,10,1182
431,-1,-16,2227
430,14,-3,937
450,1,30,1389
465,-1,16,2586
449,16,1,997
466,0,10,1400
470,3,3,340
480,-6,-23,1089
485,-8,-22,200
495,-4,-18,529
510,-4,-18,1598
510,-1,-24,1728
510,0,-1,184
538,-7,37,1400
538,-2,10,1092
545,-6,24,1521
569,3,-13,404
580,-4,-21,1096
585,-3,-14,733
606,-7,-9,228
615,-7,-14,541
650,-3,1,1076
659,6,-2,1068
705,-5,-5,1035
705,-1,-10,397
715,12,18,187
765,-5,-23,1096
735,39,36,284
808,-2,-9,169
820,-11,-8,937
839,7,19,1400
887,-4,-6,488
896,-8,8,290
905,2,-12,213
930,-3,3,1069
924,6,-5,725
929,4,-7,1085
930,9,-2,2586
960,-7,-15,589
930,24,18,888
940,16,9,740
965,-7,-23,431
970,-5,-16,733
899,77,68,2454
990,-4,-15,502
988,4,14,1065
1005,-7,-23,488
1020,5,0,746
1040,-6,-18,1085
1040,-3,-23,740
1050,-8,-12,762
1050,-4,8,529
1050,-1,-26,2565
1045,6,-10,2586
1045,25,27,1400
1100,-3,-22,269
1130,6,-7,2586
1169,-5,-19,282
945,225,213,1605
1170,3,20,264
1152,21,-5,1990
1139,38,12,2521
1201,-2,-6,404
1235,2,7,1428
1245,-2,-28,213
1235,19,-12,1585
1275,0,-1,937
1365,27,22,266
1365,63,61,264
1439,-4,-17,1598
340,-6,5,1089
370,5,-10,1020
390,-7,-3,1085
407,-6,0,301
465,1,-10,1608
456,16,0,209
479,-5,11,946
479,-5,-10,544
490,-1,2,760
500,-6,11,2446
510,-6,-29,733
469,35,33,719
510,-5,-15,1598
507,0,17,828
520,-5,-21,431
528,-5,-18,1131
525,7,24,1005
540,-2,2,2475
585,-2,-33,764
600,-3,-36,1726
600,2,-7,229
625,-6,-30,488
660,-1,-31,888
678,1,-4,1092
705,-5,6,397
720,-2,-1,762
720,2,-30,2586
720,26,36,762
750,-2,11,746
740,14,13,1085
790,-4,12,282
805,-3,-4,431
839,2,8,1023
860,-7,-23,1020
856,-2,11,762
850,36,46,569
897,2,20,1028
900,0,-3,2475
905,-3,-5,213
910,-7,-1,544
911,-6,-32,1620
905,1,-11,1389
930,0,-10,2475
936,-6,-5,419
939,6,-18,200
925,21,16,284
950,-4,-2,1598
960,-8,-5,589
940,19,22,740
970,-8,-15,733
955,41,39,209
1050,-8,-7,1620
965,81,53,765
1050,-2,12,529
1050,6,-10,2153
1000,66,75,1074
1035,34,34,950
1070,-1,-13,2425
995,75,95,708
1045,33,8,2446
1065,13,21,944
1095,-7,-11,288
1090,5,-4,2465
1110,-6,1,488
1095,20,26,1605
1150,-6,-7,1017
1160,-5,-27,733
1160,-2,-25,1069
1170,0,-14,1183
1180,-4,4,1005
1170,16,13,1325
1192,1,7,199
1200,10,29,445
1205,33,37,594
1229,31,25,872
1260,1,19,950
1289,8,3,199
1289,15,8,200
360,-15,-23,200
360,-3,-14,229
375,-2,-22,746
360,17,-3,725
390,-5,-13,740
390,-2,-15,1598
395,-6,-3,1010
407,-4,-41,1372
420,0,-46,2586
420,4,-43,2475
445,2,30,2402
460,2,-17,872
472,-2,-24,1400
480,-10,-19,184
480,-5,-3,1069
485,-3,-13,1029
490,-8,-16,427
477,9,-1,209
490,0,-17,200
514,-3,-21,937
515,-1,-32,2565
520,-3,-9,1068
505,14,2,541
537,-5,-34,1400
540,-2,-23,2475
540,-2,-22,719
545,-2,0,264
540,9,-7,1416
548,3,-2,1634
595,-1,-18,762
560,42,-3,1389
537,65,42,1085
600,13,10,2402
630,-9,-44,2586
650,9,-17,2227
685,-2,-7,733
680,10,5,1092
700,-8,-19,1085
690,2,-27,2475
720,-10,-19,200
725,-2,-9,711
720,13,0,284
755,-4,-4,1085
760,-2,-24,1089
765,-6,-17,1389
780,-9,-26,569
780,-5,1,762
810,-1,-33,2475
825,-6,-20,273
821,-1,-10,4963
825,-1,-12,944
855,-7,-24,746
738,140,150,529
885,-1,-11,762
890,-1,0,427
900,-7,-2,1096
899,-2,-5,950
905,-3,-8,213
930,-1,-4,544
945,0,-40,2475
940,9,-23,740
960,-7,9,214
960,1,-15,719
975,-4,19,1020
970,4,25,733
979,0,-9,143
955,44,41,1010
1000,0,-6,416
1030,3,-5,544
1080,-8,-7,214
1085,-1,8,725
1080,4,-15,541
1087,-1,-32,2465
1105,-8,14,96
1110,-10,-8,419
1140,-8,3,214
1145,-5,-52,2475
1130,34,-11,944
1200,-2,-24,301
1229,-7,-33,1023
1229,-4,5,1008
1245,-3,-23,1182
1090,157,111,2133
1289,-5,-12,80
1365,13,6,266
360,-8,-13,184
360,-5,-18,502
360,-2,-7,1074
368,-5,-14,404
390,-1,25,645
395,-3,-32,2133
399,7,1,1504
415,-4,-22,1182
420,-5,-19,733
420,-2,-9,200
425,-5,-7,937
435,-2,-16,1089
450,-11,9,1416
479,5,-3,266
485,-1,-3,1029
495,-9,-12,479
500,-8,-25,764
479,19,10,195
515,-6,-23,1389
523,-2,5,820
537,-8,13,1085
487,47,32,541
540,-4,-20,184
540,-2,-5,997
540,1,-26,4983
565,3,11,1605
590,-9,-11,618
600,-5,-10,937
600,0,-11,2402
591,15,7,746
610,-3,-16,719
616,-6,-15,1020
621,-5,-3,1047
630,-3,-2,431
660,-6,-21,214
660,-2,58,1096
675,-4,-24,335
685,-3,-18,733
695,-8,-15,419
690,6,-7,937
705,-7,-17,397
705,-2,-8,746
720,-8,-9,764
720,-7,-7,184
760,-9,-17,1372
775,-3,2,1372
599,188,184,229
740,68,44,2465
821,3,16,4963
830,0,-24,2133
830,3,-18,1065
741,98,119,2565
830,41,32,1183
890,-4,6,425
890,-3,-17,944
886,2,-14,200
900,-6,-6,1096
899,-4,-13,209
905,-4,33,1620
930,-10,6,1147
935,-12,-7,1389
945,1,-19,2475
955,-6,2,642
860,90,99,1020
960,-7,-9,1089
927,27,23,748
960,-5,-18,944
810,162,147,937
990,0,-20,2586
989,1,-14,1569
995,0,-13,719
960,51,58,1010
1020,-1,-28,2586
1020,-1,-14,733
1020,0,-24,1598
1025,-4,-1,1372
1025,-1,23,1416
1040,-7,14,1076
1045,-4,-9,2586
1050,2,13,762
1065,-2,-8,1023
1065,-1,-12,2454
1065,0,-10,2586
1070,16,5,228
1095,-5,-37,290
1100,-1,-24,2454
1115,-15,-30,937
1080,24,14,169
1090,21,20,1065
1115,0,14,2422
1125,-4,-4,605
1135,-14,-2,1020
1126,-3,-14,301
1125,-1,-18,1089
1130,-3,-55,944
1140,-10,-18,184
1165,-11,-31,950
1160,-3,-24,733
1170,-5,-10,628
1180,-2,0,1005
1176,15,9,229
1200,-6,-8,569
1200,-6,-18,733
1144,57,48,277
1200,26,25,445
1229,-3,-9,1008
1242,-3,13,872
1285,-6,-6,160
1295,2,-9,2248
1319,-13,-35,269
1439,-8,-27,1617
1439,9,-5,1576
325,-1,0,1400
360,-8,7,762
360,0,-6,1074
540,1301,1272,4983
420,-9,5,748
420,-2,-5,733
420,0,-22,2475
435,-4,-23,1089
440,-7,8,738
473,-6,-14,1020
475,-5,-14,1096
477,-6,12,209
480,-4,9,2586
485,-2,-5,1069
460,29,48,872
495,-5,-4,529
508,0,-6,828
510,1,19,733
509,2,-13,1065
520,-4,4,416
525,-7,-12,213
544,-7,-5,404
543,0,24,2227
505,59,53,541
565,1,23,1605
590,-11,-5,618
590,-7,-12,273
537,57,43,1085
600,-2,-17,1065
621,-8,-19,1047
630,-4,-5,746
615,11,41,1416
631,4,17,2586
645,-6,-1,963
660,-6,-23,282
660,-4,-5,2586
674,-3,-15,502
660,20,58,2565
685,-3,-22,1598
685,21,21,733
750,-7,-9,746
765,-10,-22,277
780,-7,-20,94
802,-4,3,1047
780,22,4,1069
810,-4,3,2133
800,10,6,2475
825,-1,-11,944
839,-1,18,719
856,-8,-19,762
855,-2,-12,187
882,3,32,1092
890,-3,5,488
895,-7,-24,1065
900,-2,-2,2475
910,-8,-18,665
909,1,-2,820
930,-9,-5,888
930,-4,-2,1147
930,-2,-32,1069
935,-6,-3,569
940,-5,-18,264
910,26,11,937
962,-8,-13,229
900,54,71,733
945,12,-17,2475
960,-2,-26,944
970,-5,-9,335
975,-6,-29,427
976,-3,-5,533
989,-7,-11,1569
988,-5,-7,209
890,93,88,1504
1020,-7,-16,2248
1015,-1,23,2465
1020,-3,-14,2586
1020,1,-2,2475
1028,-3,-11,2454
1035,-4,-18,950
1045,4,-14,2446
1070,-5,-13,228
1070,1,0,2425
1115,-3,26,2422
1138,-11,-31,866
1165,-4,-19,1096
1160,6,-30,2153
1140,27,37,748
1185,-3,-17,828
1180,4,-4,1076
1205,-4,2,647
1200,27,4,589
1285,25,18,200
1295,52,37,944
1370,-13,-19,273
1439,17,3,1617
360,-2,-2,488
370,-7,-9,711
370,0,-23,1598
375,-5,-20,541
385,-7,-18,282
395,-8,-28,2133
395,-7,-19,1023
394,-5,-12,463
393,-1,-13,416
396,0,-18,1065
414,1,-2,1605
420,-2,-17,200
450,-3,-10,746
450,-3,-14,2586
460,-3,-12,997
479,-4,-9,544
483,-5,-10,266
479,-1,7,209
480,-2,-36,937
485,0,-13,1029
490,-5,-32,944
495,-6,-45,1005
505,0,-9,2446
515,-8,-7,762
520,-4,-15,200
535,-4,-17,1521
537,10,15,1400
560,-4,4,2454
415,142,137,1182
569,-9,-6,746
575,-14,-33,2248
575,14,-14,944
598,-7,-12,733
565,30,13,1605
660,-6,-6,762
600,74,77,229
685,-3,-25,1598
750,-2,-8,738
765,-6,-14,187
780,-13,-20,184
810,-1,-29,1389
780,40,33,762
840,-2,-6,762
855,-3,-17,746
837,16,4,209
855,0,-4,569
869,2,14,1020
880,0,-11,200
887,0,-17,594
880,10,-6,1085
895,-5,-1,1065
899,-7,-21,301
900,-2,-2,762
899,0,-2,950
904,-3,-11,416
906,-3,-17,719
910,-4,-17,937
940,0,6,2475
948,-3,-13,760
965,-11,-39,765
960,-4,2,762
960,-2,-45,1626
960,-1,-31,1391
960,-1,2,1010
965,-6,-25,937
962,15,26,229
980,1,-33,2153
1005,-4,-24,488
1005,-3,-26,2475
995,10,12,746
1010,-1,-15,719
1020,-4,-10,746
979,42,42,199
1025,-2,8,872
1045,-6,-19,765
1054,-7,-14,266
1015,36,40,2446
1020,38,36,733
1080,-3,1,169
1079,7,13,1092
1095,-4,-19,2402
1130,0,-21,544
1135,-3,-25,2586
1135,-2,-18,760
1140,-7,-35,335
1145,-3,-5,2565
1165,-2,-40,2248
1170,-5,-13,1010
1175,-4,-25,1389
1144,29,25,529
1180,-3,-16,1005
1200,-7,-1,762
1200,-6,-22,569
1200,-2,-17,301
1110,96,55,2422
1225,-7,-27,1372
1260,0,6,2475
1238,49,35,143
1295,-5,-18,944
1289,4,-1,80
1295,10,-5,2475
1373,-3,-9,301
1370,30,22,187
340,-2,-21,1576
360,4,-2,229
385,-11,-23,282
390,-9,-5,544
395,2,0,2565
405,-8,-33,1372
420,-7,-14,1096
420,-6,-23,950
420,-3,-21,200
405,18,16,301
450,-3,-39,1416
470,5,-17,340
483,-7,-14,1134
490,-4,-2,427
495,-6,-4,2248
500,-6,-22,764
508,0,1,828
515,-4,-27,1389
510,11,30,2475
530,-7,-15,419
540,0,-14,719
545,-3,-14,264
540,3,11,2475
564,-10,3,872
537,20,2,1085
570,-7,-18,1076
580,-5,-11,1096
575,1,-12,944
599,-7,-19,764
600,-6,-17,762
606,-6,-12,645
630,-4,-13,2586
656,-7,-25,200
660,-4,-20,888
675,-7,-20,479
690,-4,-17,944
705,-4,-21,1010
710,-7,-7,1020
720,-8,-15,541
720,-6,-7,214
720,-5,-16,762
795,-2,-15,116
825,-5,-8,2475
825,-5,-7,273
880,-1,-28,1068
899,-10,-46,1182
885,9,34,544
902,8,3,284
945,-9,-20,419
955,-8,-33,509
960,-8,-19,762
906,55,38,820
960,4,-15,187
980,-3,-4,2248
990,-10,-12,502
995,-8,-18,404
995,-6,10,2133
990,0,-12,1400
995,-4,-22,1411
995,0,-22,1074
1000,-2,-5,416
1010,-6,-26,187
1010,-2,-23,719
1015,-6,-19,2475
1020,-7,-22,733
1020,-4,28,1747
1019,-2,-45,1587
925,93,82,213
1050,-3,41,1620
1050,-2,-13,711
1080,-8,-2,169
1080,-1,5,184
1090,1,-4,1065
1115,-7,50,184
1120,-6,-29,502
1126,-3,-10,301
1140,-7,-10,214
1125,12,-3,1182
1055,85,71,427
1130,11,26,2454
965,177,167,1074
1155,-6,-28,944
1160,-5,-13,733
1165,-5,-6,950
1165,-4,-29,1096
1170,-4,-13,2576
1144,41,31,529
1195,-2,-2,1096
1205,-1,-31,997
1230,1,-39,1023
1240,-4,-26,2454
1240,1,-27,1428
1240,2,-2,2475
1319,-8,-16,269
1300,12,24,301
1350,5,-12,1598
360,-4,-23,1389
360,-4,-7,502
368,-6,-26,404
370,-4,-25,1028
391,-5,0,187
414,-5,-13,642
449,-5,-33,997
465,-2,-16,1608
480,-3,-19,1620
489,-1,-1,246
449,58,37,228
515,-6,-29,1389
540,-8,-25,502
538,-5,-1,1092
540,-4,-2,1605
555,4,-17,1069
600,-10,-40,1065
600,-2,-5,762
555,52,51,427
621,-3,-7,1047
690,-5,-22,2475
712,-10,-7,284
710,-3,-1,1020
755,-7,-23,746
765,-12,-47,1096
740,29,22,719
808,-7,-9,169
804,-1,-30,1065
810,-4,-29,1416
839,-4,-19,1400
860,0,-12,719
885,-3,-18,199
900,-2,-39,2475
899,2,-17,301
906,-5,-21,719
890,12,-3,427
930,-5,-16,483
915,10,2,340
945,-3,-6,1605
977,-4,-14,80
960,16,-14,944
980,0,5,2153
995,-3,-14,416
1015,-9,-42,2475
1005,4,-4,2475
1020,-6,-20,2248
1040,-13,-23,431
1045,-7,-20,765
1045,-3,-3,1400
1050,11,-5,2565
1080,2,-27,764
1115,-3,-23,636
1110,16,-8,2422
1140,39,17,1065
1200,-6,-33,301
1200,-6,-39,187
1319,-10,-26,266
1439,0,-8,1576
360,-9,20,1389
360,-3,-10,1074
370,-6,-16,1020
385,-2,-16,944
390,0,-6,1598
420,-6,-35,733
430,-4,-8,937
370,69,59,1598
435,8,-28,1069
450,9,17,1389
495,-6,-40,2248
497,-6,-20,1620
499,-3,-45,2565
510,-7,-21,733
515,-2,6,1389
525,-8,-5,1092
520,-1,-9,2425
528,1,10,1131
535,0,-20,488
537,0,13,1400
540,0,-25,762
548,-4,-17,1634
560,-9,-14,1389
600,-5,2,748
600,-3,-18,762
616,-8,-16,1020
615,-3,-10,2133
690,-2,-14,872
715,-5,-13,187
720,-6,-24,2475
755,-9,-15,427
765,-5,-3,1389
783,0,-12,264
810,-6,-17,937
810,33,45,2133
860,-6,1,719
855,11,-13,1076
875,0,-27,1035
905,0,-2,213
869,42,43,404
910,2,-16,937
905,10,21,1389
925,11,0,284
945,-9,-24,2475
945,0,-17,746
876,70,81,199
930,16,-3,1069
960,-1,13,1391
959,5,-4,1008
975,14,-6,1020
990,5,-2,502
1000,-3,11,502
1045,1,1,2446
1044,15,20,1620
1075,0,-24,1069
1085,10,9,725
1106,-5,-24,1023
1085,22,19,479
1126,2,26,301
1135,-7,4,1005
1135,-7,22,760
1111,21,25,2454
1140,-4,-30,335
1130,19,17,944
1165,-6,-5,950
1170,-10,2,1010
1042,134,141,277
1202,-2,15,404
1156,66,84,277
1150,88,110,1372
1125,122,134,605
1150,98,131,748
1245,39,49,200
1260,28,32,950
1260,33,27,187
1290,20,20,1076
1285,27,36,160
1200,113,107,2475
1256,140,141,1008
1370,55,53,264
360,-4,-5,733
370,-11,-7,1020
368,-6,-10,404
385,-5,-6,944
390,-9,-6,529
390,-6,31,762
367,19,9,569
375,34,55,760
414,0,29,1605
420,-5,22,733
425,-7,-3,950
420,-1,-5,2248
395,26,31,2565
450,5,26,1416
460,-2,-29,2422
470,-11,-3,340
487,-1,-1,541
497,-8,-22,1010
510,2,32,1620
479,46,50,544
535,-4,1,488
530,1,38,1131
540,-3,-11,502
540,1,17,1605
537,19,39,1085
530,27,27,419
485,101,84,1029
600,-8,-28,2586
605,0,5,2248
615,6,12,1416
520,112,116,2425
621,34,22,1047
650,11,3,2227
670,-4,-19,266
674,-6,8,502
675,-6,1,1096
675,-4,10,479
676,-5,-28,1023
690,-8,7,872
685,-2,4,2475
631,56,35,2586
720,22,36,764
755,-8,-14,1990
735,30,18,284
765,2,-5,187
805,-3,1,431
805,-2,-24,1598
839,1,-6,1023
850,-7,-9,419
875,1,1,229
882,2,44,1092
910,-8,-21,665
910,-5,17,544
910,-2,-6,937
930,-2,24,888
948,-6,-20,760
960,-7,-5,184
960,-2,-33,944
960,-2,-16,1626
940,20,38,1008
990,-6,8,502
1020,-11,-11,1065
1025,-3,0,872
1030,-6,19,1521
1045,-12,0,569
1055,3,-7,427
1065,-2,12,1389
1055,9,7,764
1065,4,-20,2454
1080,-7,5,214
1080,-6,27,1372
1090,-7,17,764
1090,8,-5,2569
1100,8,15,2248
1120,-6,-1,719
1140,-11,-15,762
1140,-8,1,228
1140,-7,-26,2475
1155,-7,5,1134
1150,-1,-12,1990
1155,-5,-11,740
1175,-11,4,1400
1165,0,-13,1035
1169,-2,24,1215
1185,0,-18,828
1200,-4,3,631
1200,-4,3,445
1187,9,-4,282
1200,22,14,143
1260,-16,-1,950
1285,0,6,764
1369,-5,-13,209
1370,-4,-13,187
360,-7,-8,1065
360,-1,3,488
368,-7,-7,404
370,-6,-4,1085
375,-3,32,760
391,-6,-14,187
390,-2,4,319
393,-2,-2,416
405,-2,7,1620
420,-6,-4,184
440,-11,18,738
435,-4,4,1069
450,-5,-10,2475
460,-2,-19,997
492,-6,-6,340
500,-4,8,764
508,-6,-22,828
540,-6,-18,950
564,-3,10,872
575,-11,-17,2248
590,-9,-3,618
600,-3,10,762
600,3,-16,1065
600,3,-7,2402
616,-8,9,1020
632,-9,-20,628
640,-8,-23,282
643,-2,18,1400
700,-12,-16,1085
704,-7,-20,266
720,-5,0,214
725,-8,1,711
780,-6,1,733
795,-11,-5,502
809,0,-7,169
825,-3,-7,2475
830,-1,-27,1065
856,-6,1,719
869,0,-14,2586
876,0,-9,199
884,0,-7,1028
899,-9,-17,1182
892,0,5,502
890,3,13,488
897,-2,9,2565
910,-10,14,738
910,-8,-12,665
909,-3,-2,820
905,3,17,1389
855,53,79,1076
930,-8,12,292
930,-4,45,1147
940,5,-6,740
955,-6,-34,1598
975,-6,-11,1605
1020,-7,-50,2586
1019,-5,-19,2454
1023,5,24,199
1040,-7,-12,1085
1040,-2,9,1076
1050,-6,25,529
1049,8,17,319
1065,-8,-5,502
1080,-6,3,169
1095,-10,-17,288
1100,-9,-8,2454
1175,2,-18,425
1200,-7,-1,733
1200,-3,-43,2475
1160,55,36,427
1229,-8,-22,94
1225,-4,-2,1372
1230,-5,-32,1023
1260,-9,-17,184
1258,-4,-19,187
1295,-6,-3,944
1370,0,3,264
1186,257,258,569
395,-6,52,1010
391,-1,42,187
367,24,67,569
325,71,102,1400
395,4,67,1389
419,-1,-7,944
406,21,44,1605
435,2,15,2586
449,-5,3,228
420,28,23,719
450,0,-5,2475
450,10,57,1372
479,-3,29,544
490,-7,8,762
497,-10,30,1010
490,5,-2,1623
485,15,26,1069
505,-2,29,541
510,-4,12,888
510,-4,-11,2475
520,4,30,2425
507,18,23,550
540,-7,-7,214
540,-2,-20,4983
548,-9,4,569
545,-6,-8,264
545,-3,-13,266
540,4,-9,1089
508,41,44,828
568,-6,14,301
569,35,82,1608
490,128,130,760
639,-4,-7,944
660,21,39,2227
687,11,13,1605
740,3,6,2465
656,87,76,200
750,13,26,738
780,-9,20,762
775,-2,-8,1372
779,-3,37,719
780,1,8,184
780,18,45,733
802,29,58,1047
839,-5,0,719
839,14,25,1023
885,-3,7,872
890,0,4,488
885,6,10,944
899,-2,1,1182
839,59,55,266
906,-2,-2,2454
915,6,31,1400
930,-4,-19,1069
885,41,70,200
945,13,13,746
960,0,-5,1626
980,-2,-11,2153
990,-4,3,502
1040,-3,-8,733
979,63,89,199
1035,7,32,950
930,131,142,292
990,79,91,445
1090,-3,11,2227
1095,-3,-3,1020
1126,-13,-24,301
1088,28,32,1023
1125,-2,-16,1089
1140,-5,-27,335
1140,0,8,2586
1120,27,24,719
1140,18,0,184
1180,-8,6,483
1135,43,38,1598
1190,2,-3,2586
1200,12,-13,184
1200,38,30,1085
1267,31,38,642
1289,69,83,199
1140,222,237,748
1265,103,129,277
360,-7,3,762
360,-3,-7,228
360,-3,0,762
370,-5,5,711
360,9,-2,1069
370,0,-4,1028
395,-2,-1,2565
405,8,4,1620
420,-5,-11,214
450,-9,-13,2586
465,1,10,2586
483,-12,-5,1134
495,-7,9,479
509,-8,-19,284
520,-6,-15,187
520,11,34,416
540,-6,-7,1416
548,-1,36,1634
523,45,52,820
616,-8,0,1020
630,-5,10,746
650,-3,-16,1076
660,-3,-25,1990
