y,dep_delay,arr_delay,distance
1045,-2,-7,569
1054,-7,-17,266
1004,51,37,946
1065,-9,-18,502
1065,-6,-24,1389
1040,24,5,1085
1020,65,50,733
1095,-9,-16,1020
1050,46,43,488
1110,-8,-23,419
1099,8,-19,2434
1095,17,13,746
1099,27,40,284
1135,-2,-28,544
1138,-4,-34,866
1139,-3,-27,2248
1160,-4,-17,733
1170,-2,-16,1010
1180,8,10,1005
1175,17,3,425
1200,29,13,404
1215,22,8,1069
1235,4,-8,1428
1235,5,-8,200
1205,37,36,594
1255,28,22,502
1235,88,87,209
360,-4,-6,1389
393,-3,-18,2565
411,10,-2,1605
465,-9,1,1010
457,0,9,2586
456,7,12,209
480,-5,0,1069
510,-6,-2,427
515,-5,-11,1389
520,-5,-19,200
505,25,9,1882
543,11,-19,719
559,-3,0,187
560,-1,16,1389
570,-9,-28,1076
562,3,10,1028
599,-4,-3,764
710,-10,-16,1020
705,-2,-24,1620
712,-3,-7,820
720,-5,-25,80
740,0,-1,2475
720,30,17,762
770,-5,-10,950
795,11,12,1065
815,-6,-45,4963
825,1,-10,2475
869,-2,-34,1020
869,2,5,1035
887,-2,-7,594
905,-4,2,1389
918,11,14,944
915,21,6,340
945,-1,0,711
945,8,0,1598
955,-2,-16,509
980,-1,-10,143
995,-1,-10,708
1015,-5,-13,1521
1020,-4,-17,2248
1030,-7,-20,544
1035,-3,-6,950
1040,-3,7,1076
1045,-4,17,765
1050,-7,-35,2248
1100,-5,2,2454
1069,34,21,228
1139,-6,-18,2248
1135,-1,-16,760
1139,1,-4,529
1155,5,-20,1608
1185,-8,-34,828
1200,-1,-34,187
1170,32,24,1028
1104,101,55,2434
1135,79,55,1598
1180,36,27,1076
1229,-11,-31,94
1211,11,7,1068
1225,0,18,1521
1240,8,5,828
1260,0,4,950
1290,-14,-18,1076
1285,-5,2,213
1285,2,-10,200
1319,-16,-18,266
395,-7,-34,2565
360,54,63,1065
415,-1,64,1182
429,-1,-8,1068
445,-3,-6,2402
455,-2,-2,264
480,-3,-7,762
465,17,29,1010
499,-7,-61,2565
500,6,4,1598
527,-3,-13,1085
540,4,8,1089
560,-5,-27,1389
565,0,-17,1605
537,40,31,1400
420,163,175,1167
585,9,1,2475
600,-5,11,762
600,-4,-23,544
606,-3,-4,228
630,-5,0,746
630,-3,-5,2475
500,131,116,301
647,0,12,1400
599,68,65,764
694,-2,-14,1020
700,-1,25,1085
700,3,26,1076
720,-5,15,937
740,-5,-13,2475
750,1,-23,738
770,-5,-7,1372
765,6,-9,1389
777,-5,-18,116
800,-1,0,212
835,-4,21,1076
835,0,-25,725
885,-9,-18,544
880,12,3,200
900,-7,7,762
850,44,28,419
910,0,13,937
906,7,-8,2454
920,4,2,228
940,-1,2,1069
945,7,19,184
960,-7,9,762
960,4,13,642
999,-12,-35,200
990,0,-22,2586
1019,-5,-25,1587
1020,1,-12,2248
1050,6,27,937
1065,4,5,2586
1050,22,18,711
1080,-2,-4,169
1090,-8,10,764
1095,3,-17,1008
1109,1,8,529
1115,-1,7,2422
1099,16,14,2434
1120,5,-9,502
1135,-9,-24,1020
1111,20,28,200
1125,23,26,605
1155,-1,-6,740
1135,20,11,760
1146,13,24,529
1165,-1,-4,1096
1170,-5,-2,1010
1115,59,36,2465
1185,11,-29,2565
1187,21,28,282
1200,8,7,1085
1215,-4,-12,479
1176,36,36,1215
1179,35,33,1400
1245,-1,-34,213
1237,34,12,200
1285,-6,-9,764
1289,-4,0,80
1290,-2,4,1076
1319,-12,-12,284
1365,34,28,266
1439,50,47,1617
360,-6,-7,228
360,-4,-13,502
360,-4,-6,762
360,-4,-24,719
367,12,-4,569
385,-5,-8,944
390,-6,14,544
390,-3,-16,645
396,-3,-15,748
420,4,-21,2248
425,2,-15,1069
430,-3,4,719
420,8,7,733
419,19,22,944
450,8,-28,1416
473,-2,-16,1020
483,-2,-11,1134
479,3,-7,1008
490,0,-10,187
500,-5,-15,184
509,-2,-24,284
525,-4,-11,277
535,-5,-21,488
535,0,-27,1521
540,0,-6,950
523,23,12,820
560,-9,3,544
560,1,-33,2454
568,-5,-8,301
555,10,13,1069
570,5,-27,2248
585,-4,-32,764
600,-3,-39,2586
606,-9,-14,228
610,-1,-21,719
615,7,1,529
630,-5,-9,431
632,-6,-16,628
631,-5,-28,2586
540,102,50,4983
660,-11,-14,184
660,2,-9,213
599,66,68,764
675,-2,22,479
689,-2,-1,1074
715,-6,-38,1428
720,-10,11,764
630,87,78,2475
720,-1,-39,2475
720,2,-37,2586
730,-3,-9,169
740,-7,-18,719
741,17,0,533
765,-4,-30,746
659,116,98,282
750,39,32,746
809,-4,-6,946
875,-2,-14,1041
875,-1,-27,1107
856,23,6,762
890,-6,-15,944
880,4,6,404
896,-6,7,290
885,11,9,1605
904,-1,-6,416
930,4,-20,2586
945,-7,-21,746
945,-1,-36,2425
950,-3,-38,1990
960,-8,34,589
955,0,-16,1598
960,-4,29,1010
965,-7,-36,1074
945,15,19,950
1005,-4,-26,569
1015,1,-35,2446
1020,-2,-6,1065
1040,-1,14,1085
1015,33,12,2475
1045,3,10,1400
1047,4,28,2434
1049,6,-2,319
1047,14,31,2402
1070,18,10,228
1095,-5,-37,288
1000,91,102,502
1099,3,-8,2434
1095,9,5,200
1090,16,19,1065
1120,-12,-13,502
1140,-1,-42,2586
1145,-2,-14,1017
1145,-2,-7,738
1160,-1,-52,2153
1168,-3,-4,628
1170,-1,-21,1183
1180,-3,-10,711
1175,4,-10,1400
1200,-7,-12,762
1205,-11,-10,647
1200,-6,-11,214
1144,74,44,529
1245,-11,-25,733
1260,-12,-16,719
1260,-4,-10,725
1260,0,-9,820
1295,-1,-31,2475
1295,21,9,944
1267,58,42,642
1370,13,9,187
368,-3,-2,200
370,-1,-16,1020
385,-5,-26,944
385,-4,-1,1416
394,-3,1,1085
405,-8,9,529
390,18,18,1620
420,-5,-10,214
435,-7,-7,1069
440,-1,9,488
450,-5,-14,1389
455,-6,-13,1041
477,-8,-9,209
490,-7,-17,427
490,-3,-23,1623
492,-4,-1,340
495,-4,10,529
500,-2,-7,184
507,0,1,1035
514,-5,-18,937
525,-4,-25,213
520,11,11,2425
538,-4,1,1092
537,-3,12,1400
545,-7,-5,502
555,0,-13,1069
546,15,16,1023
561,7,-3,187
505,77,36,2446
560,25,4,2454
595,-2,6,762
600,-1,-14,1065
640,-4,-16,282
689,0,-8,937
694,-4,-5,1020
690,0,-18,2475
693,4,5,416
680,18,17,1092
630,68,48,2475
738,9,7,529
755,-4,-4,1085
779,-2,3,544
780,-2,7,569
795,-7,-19,116
741,56,61,533
810,-1,-5,760
830,-9,-25,828
840,-5,-15,762
845,-4,-14,1005
835,6,-17,725
810,40,37,1389
837,20,11,209
860,2,-12,997
809,54,47,169
895,-6,-18,1065
900,0,-6,284
909,-7,0,820
904,0,2,416
910,-6,-12,665
892,21,5,502
920,-5,-9,228
930,-10,-5,888
955,0,-1,1010
960,-3,-18,719
960,1,-12,944
965,-3,-22,765
970,-7,-3,335
970,-4,-10,94
975,-3,-30,427
985,-5,9,762
985,1,-34,2475
839,148,132,228
1000,-10,9,502
995,-3,-4,1411
995,-1,7,746
1025,-6,-34,213
1020,11,37,762
1005,31,13,2475
1045,1,27,1400
1047,-1,4,2434
1080,-3,-2,184
1095,-5,-28,288
1100,-5,-17,733
1085,13,1,725
1110,-1,-4,2422
1120,-6,-10,502
1140,-7,-21,228
1160,-2,2,1990
1170,-7,-37,1010
1170,-1,-18,419
1175,7,-5,425
1190,2,-8,2586
1200,-5,-17,762
1170,29,23,1183
1230,-1,-5,1521
1255,-7,-11,502
1260,-5,0,725
1369,29,25,209
1373,45,28,301
360,-6,7,733
361,-4,14,725
390,-5,-17,1598
405,-9,22,529
405,-4,-2,199
425,-1,-4,1411
425,7,8,2475
440,-5,-1,488
420,17,-3,200
450,-2,8,2586
465,-4,3,733
465,-1,-19,719
480,-8,9,214
480,-1,13,2133
490,-5,6,946
495,7,-8,1005
480,24,26,937
514,-5,-19,937
520,-3,-24,187
535,-4,-13,488
523,9,10,820
514,18,28,605
545,-1,-19,1076
510,47,43,1620
585,-5,-16,764
595,-10,-6,1726
625,-8,-20,488
639,15,4,944
642,30,38,725
700,-9,-18,1076
720,-9,-10,213
720,-7,-13,184
720,-6,-5,214
720,-4,-6,762
779,-6,-7,544
780,-7,-18,184
830,-3,-13,2133
839,-6,-11,228
855,-6,-15,746
860,0,-8,997
875,-4,-1,1107
875,-3,-23,1035
855,23,0,1076
895,-8,-8,301
897,3,44,2565
905,2,12,1620
900,10,-1,214
899,29,19,950
940,6,32,1008
950,7,35,1029
960,-1,3,719
955,5,2,740
960,3,-1,2425
970,-6,-3,733
979,-4,-17,143
1003,-10,-3,946
1005,-10,-11,963
1005,16,-7,2475
1049,-7,2,1969
1073,-5,-21,2475
1080,-4,-1,762
1099,-1,14,2434
1095,6,7,200
1099,6,17,284
1136,-5,10,1416
1140,-3,-13,2586
1140,-1,-6,214
1145,-4,-2,738
1160,-4,-37,427
1195,-6,-15,1096
1200,-8,-10,301
1220,-6,0,762
1289,-11,-6,199
1285,-7,-9,213
1319,10,-1,169
1365,-3,0,266
1370,0,14,264
330,0,-5,1416
390,-6,-7,645
419,-7,-17,944
435,-8,-31,1089
435,-5,11,2586
440,-6,-14,502
455,-8,-21,1041
460,-3,-39,1400
487,-8,-23,541
480,0,-9,2133
502,-16,-15,533
497,-3,-21,1620
500,-5,-15,301
514,1,-13,937
525,-6,-21,544
538,-7,16,1092
543,-9,-19,2227
540,-2,-17,1005
540,-1,-10,950
546,-2,0,1023
555,-3,-6,1069
600,-7,-26,1065
600,-4,-27,2402
600,-3,6,762
600,0,-15,937
623,-7,4,762
639,-2,-24,944
642,-4,-8,725
660,5,2,2565
700,-2,2,1076
680,26,10,1092
720,-7,2,2475
720,-5,-15,213
720,-2,-3,2475
740,-1,-2,301
741,-1,-5,533
736,17,11,746
755,0,-20,1085
780,9,-4,1069
795,-1,-7,529
809,9,-1,169
825,-5,-16,2475
830,-5,-19,828
839,-3,-1,228
860,0,-8,997
870,-3,-3,2586
905,-1,-8,213
884,22,8,1028
920,-6,-3,725
890,25,19,488
925,-7,-22,213
930,-10,-4,292
930,-9,4,888
927,-5,-16,748
930,-3,-14,483
929,10,-2,1065
945,0,-24,2475
950,-4,-24,1990
945,1,13,746
960,-7,-11,214
960,0,-24,944
955,6,7,2227
993,-8,-9,946
1000,1,-2,416
995,6,1,404
1015,-6,-31,1521
1020,-5,-39,1598
1015,6,5,2465
1026,-1,-11,264
1030,1,-13,169
1047,6,-35,2434
1065,-2,-17,2586
1095,-9,-9,1020
1109,-5,-18,529
1108,-1,5,602
1107,2,17,1605
1110,0,28,2454
1144,-10,1,277
1125,24,40,605
1165,-3,-24,1096
1165,0,-3,228
1170,-4,-17,419
1180,-6,-13,711
1185,-1,-36,828
1135,51,23,1598
1200,-7,-16,2227
1195,0,-6,1096
1200,-4,-40,589
1225,-5,-2,2475
1235,-1,-14,1585
1235,0,-16,200
1260,-10,-16,209
1245,15,11,1182
1289,-10,-11,199
1300,-5,-15,301
360,-7,-11,94
360,1,11,2586
375,-3,-2,746
385,-4,-20,944
395,-9,-26,1389
390,-2,-9,740
394,-2,-12,463
390,4,-4,319
405,-6,-15,529
425,-1,-8,950
435,0,-23,1068
451,-6,-17,1080
450,-5,-22,2586
450,-2,-6,1389
465,-6,-36,733
473,-5,-27,1020
480,-9,-5,214
480,-7,-24,1089
485,0,1,1069
500,-8,-22,301
520,-5,-9,187
520,-4,-25,200
540,-6,-14,502
560,-15,-15,544
560,-1,8,2454
565,-2,26,1605
583,-3,-17,746
585,-3,-35,764
599,-3,27,2153
605,-6,18,2248
606,-4,4,228
615,-9,-1,212
650,-8,-32,1076
660,-5,-25,1990
675,-7,-22,1096
700,-4,-1,1076
689,10,8,416
704,-4,-28,997
741,-6,-19,533
770,5,2,187
800,-4,-3,2475
810,-8,-18,937
840,-8,-20,184
839,-4,-6,228
900,-5,2,1096
897,12,24,2565
928,-1,17,284
955,-7,-26,740
960,0,-8,1096
985,-10,-10,762
980,19,-11,937
1015,-10,-50,1521
1010,2,43,2227
1047,4,3,2434
1047,13,2,2402
1080,-3,-19,762
1090,-9,-21,764
1100,-5,-6,2248
1090,8,-4,2133
1110,-4,-9,2586
1107,-1,57,1605
1110,-1,-20,2422
1095,18,19,288
1095,28,19,200
1135,-6,-27,2586
1135,0,-24,1005
1168,2,-4,628
1200,-8,1,214
1200,-6,-20,187
1215,-10,-4,479
1200,35,21,733
1245,-6,-29,213
1180,61,46,483
1200,53,33,301
1225,38,17,1372
1295,-4,-22,1069
1289,6,9,80
1290,26,29,1626
1370,-7,-10,273
360,-6,-19,762
385,-5,-4,169
375,10,8,541
395,-7,-29,1010
390,3,-6,544
420,-5,-23,733
435,-4,-28,1089
405,33,30,1068
475,-8,-34,1096
479,-11,-37,544
485,-7,-29,1069
490,-6,-24,762
490,-4,-34,944
505,0,-8,1882
500,10,10,184
510,8,-7,2475
525,0,-16,213
540,-5,-42,762
540,-4,-34,1089
630,-8,-37,1089
630,-3,-11,2586
643,-2,-1,1400
676,2,3,1620
685,0,-16,2475
690,-5,-21,937
690,-3,-22,872
690,-2,-14,544
705,-8,-14,397
700,6,0,1076
745,-4,-26,2565
760,-9,-11,1372
770,-4,-36,950
780,-9,-23,479
783,-5,-13,264
805,-9,-21,431
805,0,-22,1598
825,1,14,2475
856,-22,-44,762
830,5,-20,2133
870,-3,-29,2586
872,-5,-17,404
875,9,-15,1041
887,5,-8,488
900,8,-17,762
920,-1,-26,937
930,-8,-25,544
945,-9,-22,184
900,37,27,479
948,-4,-13,760
960,-4,-28,1010
960,-2,-29,1096
950,9,-14,665
970,17,21,340
910,84,60,665
1025,-7,-33,213
1040,-11,-31,1085
1035,-6,-37,2446
1049,-3,-24,937
1049,0,-15,2402
1095,-13,-26,2402
1102,-7,-6,284
1100,-2,-16,269
1110,-10,-39,419
1110,-4,-9,509
1135,-7,-41,760
1130,0,-25,944
1135,-4,-6,1598
1155,8,-23,740
1160,10,-10,2153
1170,1,-30,541
1295,24,5,944
1373,119,128,301
370,-7,-27,1085
390,-1,-5,2133
425,-8,-24,1069
420,8,-11,2248
445,-7,-37,2402
475,-3,-24,1096
510,-4,-17,1620
570,-5,-4,264
590,-7,0,273
595,0,4,762
599,-4,21,2153
606,-3,27,228
600,16,11,229
615,5,-6,1416
599,29,29,2248
636,-2,-18,1023
640,0,-33,1035
712,6,-4,820
740,-7,-14,719
750,-1,-12,1416
805,-9,-15,431
800,-3,-14,2475
806,2,9,169
830,-9,-28,1065
830,-6,-12,544
855,-8,-1,746
860,-4,-15,1020
860,-4,-14,997
870,-2,-36,2586
880,8,-6,1068
900,-10,-17,479
869,24,11,228
880,14,12,200
910,-10,-28,431
895,25,18,733
890,33,18,427
906,38,11,2454
955,-9,-20,509
960,-10,-16,642
960,-6,-2,589
965,-8,-17,431
960,4,-15,1089
926,59,72,605
990,-4,-5,1569
1020,-5,-26,1598
1020,-4,9,1747
1026,-5,-5,264
960,70,54,187
1018,23,4,719
1050,-1,-5,711
950,107,111,711
995,70,59,541
1045,20,44,765
1071,-4,-2,2475
1080,4,-14,541
1095,-2,-22,200
1025,83,92,872
1100,20,0,2454
1107,23,47,1605
1135,-3,-5,1020
1140,-4,-12,762
1149,-10,-12,719
1065,77,68,1023
1139,5,84,2153
1090,56,38,1096
1099,73,74,2434
1049,131,135,488
1200,-5,3,762
1125,101,113,1182
1205,27,47,937
1245,22,26,733
1180,91,117,711
1200,72,56,301
1350,12,4,1598
1370,0,-4,187
1200,172,191,631
1319,88,85,266
360,-7,-2,762
368,-4,-17,200
390,-11,-11,529
390,-10,-6,1005
390,-10,10,1183
395,-3,8,2133
390,3,17,1020
407,-3,4,1372
425,-4,5,1411
420,8,30,184
435,-5,-6,1069
440,-4,7,488
450,-2,0,746
465,-6,-16,1608
460,4,-1,997
473,-6,-16,1020
495,-9,-20,529
507,-6,-13,1035
510,-4,-22,2475
510,0,11,711
520,-3,-17,200
565,-5,51,1605
569,-3,-1,1608
595,-13,24,1726
600,-13,-26,762
598,-7,14,733
585,9,4,764
599,-3,22,2153
606,-8,-1,228
615,-3,-12,212
630,-3,14,2586
616,29,30,1020
685,-5,-38,1598
700,-2,5,1076
705,-4,0,746
720,-8,-1,184
720,-8,5,762
719,-5,-12,820
720,0,4,2475
750,-5,1,738
765,-7,-23,1096
779,-6,-2,199
780,-7,-6,184
780,-6,9,479
775,0,5,1372
802,-5,9,1047
825,-5,4,1400
830,-5,-3,544
830,-1,-4,828
855,-7,-11,187
855,-4,-8,569
875,-1,-6,1041
886,-9,30,1416
892,-9,-1,502
890,0,-1,488
902,-5,-9,284
884,25,3,1028
920,9,23,725
930,-1,-6,2586
935,-2,6,569
940,-4,-6,2475
945,-7,-5,419
870,81,53,2586
960,-4,4,762
970,-2,-9,94
965,19,22,765
988,0,-15,209
1030,-7,-7,169
1028,-3,-1,2454
1035,-5,-26,2446
995,58,55,1074
1050,4,28,1620
1065,-10,-10,1023
1080,-7,7,733
1090,-3,14,2133
1095,10,2,2402
1145,-11,-33,2475
1140,-5,-45,2586
1150,0,0,1372
1170,-10,-3,1183
1165,-1,3,950
1175,-10,12,1389
1200,-7,3,762
1260,-13,-18,719
1270,-20,-26,937
1290,-8,-1,1626
1319,-4,-20,266
1015,334,328,1521
1370,-7,-24,273
325,-7,5,1400
340,-5,-3,1576
360,-11,-32,200
360,-3,-12,212
360,-2,20,762
390,-6,5,569
395,-9,-6,1010
405,-5,25,529
415,-6,-4,1182
399,10,17,1504
420,-6,-4,214
420,-5,-1,748
419,-4,20,762
425,-7,-16,1069
425,0,-17,2227
451,-10,1,1080
465,-4,-18,1608
495,-11,-32,1005
479,11,24,1008
485,6,11,1029
523,-5,2,820
525,-6,-18,213
530,-2,50,1131
545,-10,-26,266
540,-4,-4,733
595,-9,-18,94
615,-7,18,541
620,1,11,1389
630,-5,8,746
630,-4,-15,2586
625,8,-11,488
630,3,-20,2586
660,-5,-4,214
660,-5,-11,213
660,-1,-14,1096
690,4,-3,937
700,-4,-24,1035
700,-3,-4,1076
725,-9,13,431
720,-4,4,764
720,-1,8,762
720,-1,-20,2475
740,-8,4,719
750,-3,-3,738
771,-8,47,1416
770,-2,-18,187
738,38,39,529
775,1,0,1372
779,-1,-8,1028
800,-4,-7,872
835,-1,5,725
837,6,-14,209
875,-4,-18,229
825,54,43,1096
900,-7,-3,733
900,-4,2,762
922,-8,2,605
930,-6,19,888
940,0,11,1008
940,4,-7,2475
960,-7,-8,184
960,-6,17,762
886,77,120,1416
979,-6,-14,143
975,0,-11,427
985,0,-35,2475
995,-5,-8,541
1005,-5,9,963
1025,-5,-9,213
1030,-8,-10,2565
1045,-6,-5,569
1010,41,18,187
1000,57,101,416
1073,-8,-11,2475
1070,-1,-3,228
1090,-4,10,2227
1088,2,14,1023
1095,1,-22,290
1115,-4,-15,2422
960,158,187,719
1140,-10,-12,719
1139,1,-20,2153
1165,-7,-20,950
1165,-5,-13,1096
1135,27,13,1020
1165,-1,22,228
1170,-2,-25,541
1180,8,4,483
1183,30,34,199
1295,18,12,2475
1370,-9,-27,273
1373,-4,-7,301
1365,19,4,266
1439,-11,-21,1576
360,-4,14,1069
360,1,10,229
368,40,40,404
395,24,38,2565
430,-5,26,719
420,8,11,2586
420,11,14,1096
460,5,7,997
451,25,68,1080
480,-4,-18,2586
487,-2,-4,541
480,16,51,184
505,1,-1,2446
525,-1,-22,213
540,-7,16,950
530,7,63,1131
540,-3,-19,2475
479,69,81,1620
544,13,33,404
510,49,63,445
575,-1,0,944
599,-5,25,764
599,-2,12,2248
625,-4,-11,187
655,-3,7,1389
660,-6,5,2586
590,68,60,273
690,-6,-19,2475
689,0,6,937
700,-5,2,1085
720,2,-1,266
790,-9,-20,200
804,-2,13,1065
810,-6,-2,760
825,2,-2,1065
840,-1,-5,209
738,121,128,529
870,-1,-12,2586
875,-5,-2,1035
875,0,14,229
902,3,12,2565
910,11,7,937
929,0,-9,200
920,20,49,725
900,68,81,2475
960,34,34,184
995,0,5,2133
945,76,61,419
1039,-3,11,1620
1010,28,2,187
1045,-7,13,765
1035,4,-27,2446
1020,47,58,733
1080,8,10,762
1090,0,-10,2133
1080,21,35,541
1125,-3,17,605
1130,-6,2,888
1140,-4,-6,762
940,214,193,264
1160,-3,-5,1990
1042,120,125,277
1136,26,32,1416
1170,-6,-12,1010
1180,-4,-3,1005
950,231,235,1029
1200,-7,-11,214
1110,88,63,488
1170,59,48,1183
1240,-2,4,1428
965,281,271,765
1140,121,115,340
1200,89,79,733
1176,140,124,229
1215,133,116,187
1365,18,4,266
340,-3,6,1576
360,-8,-6,214
360,-7,-13,1076
375,-6,5,746
375,-2,7,541
390,-7,-10,1183
396,-4,-1,748
390,4,-2,1620
405,-3,-4,301
415,-6,-16,1990
415,-4,-11,1182
420,-6,-17,184
419,-3,-5,944
420,-2,2,1096
440,-10,-7,738
473,-4,-6,1020
450,35,15,1416
480,8,-12,1089
495,-4,24,529
495,-3,9,740
505,-4,-10,213
495,11,-6,2248
497,10,18,1010
540,1,-18,2475
561,0,-12,187
569,-7,9,1608
569,-2,9,746
585,-7,6,733
525,69,74,277
599,-4,-9,2248
600,-3,-2,762
605,-7,-35,2248
600,7,21,2402
615,-3,6,529
360,259,265,229
645,-4,-12,963
606,63,64,645
690,-3,-6,872
685,12,11,1598
715,-8,-16,187
704,7,-5,266
740,-4,-2,719
735,12,4,284
755,-6,-14,1085
